Paper, URL, Conference, Year,data,description,txtName
Disturbed Playing: Another Kind of Educational Security Games.,https://www.usenix.org/conference/cset12/workshop-program/presentation/koch,usscset,2012,,,cset12-final8.txt
CyberProbe: Towards Internet-Scale Active Detection of Malicious Servers.,http://www.internetsociety.org/doc/cyberprobe-towards-internet-scale-active-detection-malicious-servers,ndss,2014,,,01_4.txt
The Tangled Web of Password Reuse.,http://www.internetsociety.org/doc/tangled-web-password-reuse,ndss,2014,,,06_1_1.txt
5Gen: A Framework for Prototyping Applications Using Multilinear Maps and Matrix Branching Programs.,http://doi.acm.org/10.1145/2976749.2978314,ccs,2016,,,p981-lewi 2.31.51 PM.txt
Cinderella: Turning Shabby X.509 Certificates into Elegant Anonymous Credentials with the Magic of Verifiable Computation.,https://doi.org/10.1109/SP.2016.22,sp,2016,,,07546505.txt
The Honey Badger of BFT Protocols.,http://doi.acm.org/10.1145/2976749.2978399,ccs,2016,,,p31-miller.txt
A Sound for a Sound: Mitigating Acoustic Side Channel Attacks on Password Keystrokes with Active Sounds.,https://doi.org/10.1007/978-3-662-54970-4_21,fc,2016,,,21_Anand 2.31.51 PM.txt
Signing Me onto Your Accounts through Facebook and Google: A Traffic-Guided Security Study of Commercially Deployed Single-Sign-On Web Services.,https://doi.org/10.1109/SP.2012.30,sp,2012,,,06234424 2.31.52 PM.txt
Forced Perspectives: Evaluating an SSL Trust Enhancement at Scale.,http://doi.acm.org/10.1145/2663716.2663759,imc,2014,,,p503-bates.txt
Multi-scale dynamics in a massive online social network.,http://doi.acm.org/10.1145/2398776.2398795,imc,2012,,,p171-zhao 2.31.52 PM.txt
Benchmarking personal cloud storage.,http://doi.acm.org/10.1145/2504730.2504762,imc,2013,,,p205-drago.txt
Measuring Price Discrimination and Steering on E-commerce Web Sites.,http://doi.acm.org/10.1145/2663716.2663744,imc,2014,,,p305-hannak.txt
On the Instability of Bitcoin Without the Block Reward.,http://doi.acm.org/10.1145/2976749.2978408,ccs,2016,,,p154-carlsten 2.31.51 PM.txt
Efficient and Strongly Secure Dynamic Domain-Specific Pseudonymous Signatures for ID Documents.,https://doi.org/10.1007/978-3-662-45472-5_16,fc,2014,,,
Finding Unknown Malice in 10 Seconds: Mass Vetting for New Threats at the Google-Play Scale.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/chen-kai,uss,2015,,,sec15-paper-chen-kai.txt
Automatically Detecting Vulnerable Websites Before They Turn Malicious.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/soska,uss,2014,,,sec14-paper-soska 2.31.52 PM.txt
BLACR: TTP-Free Blacklistable Anonymous Credentials with Reputation.,http://www.internetsociety.org/blacr-ttp-free-blacklistable-anonymous-credentials-reputation,ndss,2012,,,P09_1.txt
Early security classification of skype users via machine learning.,http://doi.acm.org/10.1145/2517312.2517322,ccsaisec,2013,,,p35-leontjeva.txt
Inclusive Block Chain Protocols.,https://doi.org/10.1007/978-3-662-47854-7_33,fc,2015,,,paper_101.txt
Alice in Warningland: A Large-Scale Field Study of Browser Security Warning Effectiveness.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/akhawe,uss,2013,,,sec13-paper_akhawe.txt
Remote Operating System Classification over IPv6.,http://doi.acm.org/10.1145/2808769.2808777,ccsaisec,2015,,,p57-fifield.txt
Privacy-Enhancing Overlays in Bitcoin.,https://doi.org/10.1007/978-3-662-48051-9_10,fcw,2015,,,paper_5.txt
Low-cost Standard Signatures in Wireless Sensor Networks: A Case for Reviving Pre-computation Techniques?,http://internetsociety.org/doc/low-cost-standard-signatures-wireless-sensor-networks-case-reviving-pre-computation-techniques,ndss,2013,,,06_5.txt
Malicious Behavior Detection using Windows Audit Logs.,http://doi.acm.org/10.1145/2808769.2808773,ccsaisec,2015,,,p35-berlin.txt
Thoth: Comprehensive Policy Compliance in Data Retrieval Systems.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/elnikety,uss,2016,,,sec16_paper_elnikety.txt
Measuring Real-World Accuracies and Biases in Modeling Password Guessability.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ur,uss,2015,,,sec15-paper-ur 2.31.51 PM.txt
Reverse Fuzzy Extractors: Enabling Lightweight Mutual Authentication for PUF-Enabled RFIDs.,https://doi.org/10.1007/978-3-642-32946-3_27,fc,2012,,,paper_89.txt
It's a TRaP: Table Randomization and Protection against Function-Reuse Attacks.,http://doi.acm.org/10.1145/2810103.2813682,ccs,2015,,,p243-crane.txt
"Vanity, cracks and malware: insights into the anti-copy protection ecosystem.",http://doi.acm.org/10.1145/2382196.2382282,ccs,2012,,,p809-kammerstetter 2.31.52 PM.txt
A Multi-perspective Analysis of Carrier-Grade NAT Deployment.,http://dl.acm.org/citation.cfm?id=2987474,imc,2016,,,p215-richter.txt
On the Practicality of Cryptographically Enforcing Dynamic Access Control Policies in the Cloud.,https://doi.org/10.1109/SP.2016.54,sp,2016,,,07546537.txt
Deniable Liaisons.,http://doi.acm.org/10.1145/2660267.2660340,ccs,2014,,,p1211-unger.txt
Using Hardware Features for Increased Debugging Transparency.,https://doi.org/10.1109/SP.2015.11,sp,2015,,,07163018.txt
ALITHEIA: Towards Practical Verifiable Graph Processing.,http://doi.acm.org/10.1145/2660267.2660354,ccs,2014,,,p856-zhang.txt
Community contribution award - Measuring and mitigating web performance bottlenecks in broadband access networks.,http://doi.acm.org/10.1145/2504730.2504741,imc,2013,,,
Quantifying Information Flow for Dynamic Secrets.,https://doi.org/10.1109/SP.2014.41,sp,2014,,,06956586.txt
"Mo(bile) Money, Mo(bile) Problems: Analysis of Branchless Banking Applications in the Developing World.",https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/reaves,uss,2015,,,sec15-paper-reaves-mobile_0.txt
Automated Verification of Group Key Agreement Protocols.,https://doi.org/10.1109/SP.2014.19,sp,2014,,,06956564.txt
"RevCast: Fast, Private Certificate Revocation over FM Radio.",http://doi.acm.org/10.1145/2660267.2660376,ccs,2014,,,p799-schulman.txt
Anonymous credentials light.,http://doi.acm.org/10.1145/2508859.2516687,ccs,2013,,,p1087-baldimtsi.txt
Impact of Spam Exposure on User Engagement.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/dasgupta,uss,2012,,,sec12-final119.txt
RAPPOR: Randomized Aggregatable Privacy-Preserving Ordinal Response.,http://doi.acm.org/10.1145/2660267.2660348,ccs,2014,,,p1054-erlingsson.txt
The MVP Web-Based Authentication Framework - (Short Paper).,https://doi.org/10.1007/978-3-642-32946-3_2,fc,2012,,,
Principled Sampling for Anomaly Detection.,http://www.internetsociety.org/doc/principled-sampling-anomaly-detection,ndss,2015,,,06_1_2.txt
LO-PHI: Low-Observable Physical Host Instrumentation for Malware Analysis.,http://www.internetsociety.org/sites/default/files/blogs-media/lo-phi-low-observable-physical-host-instrumentation-malware-analysis.pdf,ndss,2016,,,
Tailing RFID Tags for Clone Detection.,http://internetsociety.org/doc/tailing-rfid-tags-clone-detection,ndss,2013,,,10_3_0.txt
Bloom Cookies: Web Search Personalization without User Tracking.,http://www.internetsociety.org/doc/bloom-cookies-web-search-personalization-without-user-tracking,ndss,2015,,,06_4_1.txt
Do You Hear What I Hear?: Fingerprinting Smart Devices Through Embedded Acoustic Components.,http://doi.acm.org/10.1145/2660267.2660325,ccs,2014,,,p441-das.txt
A Comprehensive Formal Security Analysis of OAuth 2.0.,http://doi.acm.org/10.1145/2976749.2978385,ccs,2016,,,p1204-fett 2.31.51 PM.txt
"Pivot: Fast, Synchronous Mashup Isolation Using Generator Chains.",https://doi.org/10.1109/SP.2014.24,sp,2014,,,06956569.txt
CREDAL: Towards Locating a Memory Corruption Vulnerability with Your Core Dump.,http://doi.acm.org/10.1145/2976749.2978340,ccs,2016,,,p529-xu 2.31.51 PM.txt
Nomad: Mitigating Arbitrary Cloud Side Channels via Provider-Assisted Migration.,http://doi.acm.org/10.1145/2810103.2813706,ccs,2015,,,p1595-moon.txt
Verifying Constant-Time Implementations.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/almeida,uss,2016,,,sec16_paper_almeida.txt
On Code Execution Tracking via Power Side-Channel.,http://doi.acm.org/10.1145/2976749.2978299,ccs,2016,,,p1019-liu 2.31.51 PM.txt
Behind the Curtain: Cellular DNS and Content Replica Selection.,http://doi.acm.org/10.1145/2663716.2663734,imc,2014,,,p59-rula.txt
A First Look at Performance in Mobile Virtual Network Operators.,http://doi.acm.org/10.1145/2663716.2663752,imc,2014,,,p165-zarinni.txt
Poking Holes in Information Hiding.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/oikonomopoulos,uss,2016,,,sec16_paper_oikonomopoulos.txt
Hierarchical Deterministic Bitcoin Wallets that Tolerate Key Leakage.,https://doi.org/10.1007/978-3-662-47854-7_31,fc,2015,,,paper_15.txt
Certified computer-aided cryptography: efficient provably secure machine code from high-level implementations.,http://doi.acm.org/10.1145/2508859.2516652,ccs,2013,,,p1217-almeida.txt
Profiling high-school students with facebook: how online privacy laws can actually increase minors' risk.,http://doi.acm.org/10.1145/2504730.2504733,imc,2013,,,p405-dey.txt
VerSum: Verifiable Computations over Large Public Logs.,http://doi.acm.org/10.1145/2660267.2660327,ccs,2014,,,p1304-vandenhooff.txt
An architecture for practical actively secure MPC with dishonest majority.,http://doi.acm.org/10.1145/2508859.2516744,ccs,2013,,,p549-keller.txt
Comparing Mobile Privacy Protection through Cross-Platform Applications.,http://internetsociety.org/doc/comparing-mobile-privacy-protection-through-cross-platform-applications,ndss,2013,,,06_2_0.txt
CTL: A Platform-Independent Crypto Tools Library Based on Dataflow Programming Paradigm.,https://doi.org/10.1007/978-3-642-32946-3_22,fc,2012,,,paper_31.txt
Hummingbird: Privacy at the Time of Twitter.,https://doi.org/10.1109/SP.2012.26,sp,2012,,,06234419 2.31.53 PM.txt
On Secure Two-Party Integer Division.,https://doi.org/10.1007/978-3-642-32946-3_13,fc,2012,,,paper_19.txt
Ad-Hoc Secure Two-Party Computation on Mobile Devices using Hardware Tokens.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/demmler,uss,2014,,,sec14-paper-demmler 2.31.52 PM.txt
SPHINX: Detecting Security Attacks in Software-Defined Networks.,http://www.internetsociety.org/doc/sphinx-detecting-security-attacks-software-defined-networks,ndss,2015,,,10_2_2.txt
Congestion-Aware Path Selection for Tor.,https://doi.org/10.1007/978-3-642-32946-3_9,fc,2012,,,paper_46.txt
How the ELF Ruined Christmas.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/di-frederico,uss,2015,,,sec15-paper-di-frederico.txt
(Un)linkable Pseudonyms for Governmental Databases.,http://doi.acm.org/10.1145/2810103.2813658,ccs,2015,,,p1467-camenisch.txt
RTRlib: An Open-Source Library in C for RPKI-based Prefix Origin Validation.,https://www.usenix.org/conference/cset13/workshop-program/presentation/w%C3%A4hlisch,usscset,2013,,,cset13-wahlsich.txt
Gaining Control of Cellular Traffic Accounting by Spurious TCP Retransmission.,http://www.internetsociety.org/doc/gaining-control-cellular-traffic-accounting-spurious-tcp-retransmission,ndss,2014,,,01_3_0.txt
"Efficient Genome-Wide, Privacy-Preserving Similar Patient Query based on Private Edit Distance.",http://doi.acm.org/10.1145/2810103.2813725,ccs,2015,,,p492-wang.txt
Circuit ORAM: On Tightness of the Goldreich-Ostrovsky Lower Bound.,http://doi.acm.org/10.1145/2810103.2813634,ccs,2015,,,p850-wang.txt
Off-path TCP Sequence Number Inference Attack - How Firewall Middleboxes Reduce Security.,https://doi.org/10.1109/SP.2012.29,sp,2012,,,06234423 2.31.52 PM.txt
Kruiser: Semi-synchronized Non-blocking Concurrent Kernel Heap Buffer Overflow Monitoring.,http://www.internetsociety.org/kruiser-semi-synchronized-non-blocking-concurrent-kernel-heap-buffer-overflow-monitoring,ndss,2012,,,P10_4.txt
Auditable Version Control Systems.,http://www.internetsociety.org/doc/auditable-version-control-systems,ndss,2014,,,09_2_1.txt
Anycast vs. DDoS: Evaluating the November 2015 Root DNS Event.,http://dl.acm.org/citation.cfm?id=2987446,imc,2016,,,
To Pin or Not to Pin-Helping App Developers Bullet Proof Their TLS Connections.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/oltrogge,uss,2015,,,sec15-paper-oltrogge 2.31.51 PM.txt
Verifiable delegation of computation on outsourced data.,http://doi.acm.org/10.1145/2508859.2516681,ccs,2013,,,p863-backes.txt
SoK: Verifiability Notions for E-Voting Protocols.,https://doi.org/10.1109/SP.2016.52,sp,2016,,,07546535.txt
The Bitcoin P2P Network.,https://doi.org/10.1007/978-3-662-44774-1_7,fcw,2014,,,
Draco: A System for Uniform and Fine-grained Access Control for Web Code on Android.,http://doi.acm.org/10.1145/2976749.2978322,ccs,2016,,,p104-tuncay 2.31.51 PM.txt
Securely Solving Simple Combinatorial Graph Problems.,https://doi.org/10.1007/978-3-642-39884-1_21,fc,2013,,,8-1.txt
Leakage-Abuse Attacks Against Searchable Encryption.,http://doi.acm.org/10.1145/2810103.2813700,ccs,2015,,,p668-cash.txt
Systematic Fuzzing and Testing of TLS Libraries.,http://doi.acm.org/10.1145/2976749.2978411,ccs,2016,,,p1492-somorovsky.txt
Aurasium: Practical Policy Enforcement for Android Applications.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/xu_rubin,uss,2012,,,sec12-final60.txt
SurroundWeb: Mitigating Privacy Concerns in a 3D Web Browser.,https://doi.org/10.1109/SP.2015.33,sp,2015,,,07163040.txt
Opprentice: Towards Practical and Automatic Anomaly Detection Through Machine Learning.,http://doi.acm.org/10.1145/2815675.2815679,imc,2015,,,p211-liu.txt
"Hey, You, Get Off of My Market: Detecting Malicious Apps in Official and Alternative Android Markets.",http://www.internetsociety.org/hey-you-get-my-market-detecting-malicious-apps-official-and-alternative-android-markets,ndss,2012,,,
Analyzing Forged SSL Certificates in the Wild.,https://doi.org/10.1109/SP.2014.13,sp,2014,,,06956558.txt
Designing Privacy-Preserving Smart Meters with Low-Cost Microcontrollers.,https://doi.org/10.1007/978-3-642-32946-3_18,fc,2012,,,paper_29.txt
VTrust: Regaining Trust on Virtual Calls.,http://www.internetsociety.org/sites/default/files/blogs-media/vtrust-regaining-trust-virtual-calls.pdf,ndss,2016,,,
Optimized Invariant Representation of Network Traffic for Detecting Unseen Malware Variants.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/bartos,uss,2016,,,sec16_paper_bartos.txt
Parallel and Dynamic Searchable Symmetric Encryption.,https://doi.org/10.1007/978-3-642-39884-1_22,fc,2013,,,8-2.txt
A Machine-learning Approach for Classifying and Categorizing Android Sources and Sinks.,http://www.internetsociety.org/doc/machine-learning-approach-classifying-and-categorizing-android-sources-and-sinks,ndss,2014,,,10_1_1.txt
ViceROI: catching click-spam in search ad networks.,http://doi.acm.org/10.1145/2508859.2516688,ccs,2013,,,p765-dave.txt
Tunneling for Transparency: A Large-Scale Analysis of End-to-End Violations in the Internet.,http://dl.acm.org/citation.cfm?id=2987455,imc,2016,,,p199-chung.txt
Intention and Origination: An Inside Look at Large-Scale Bot Queries.,http://internetsociety.org/doc/intention-and-origination-inside-look-large-scale-bot-queries,ndss,2013,,,07_3_0.txt
Third-Party Web Tracking: Policy and Technology.,https://doi.org/10.1109/SP.2012.47,sp,2012,,,06234427 2.31.52 PM.txt
A Cryptographic Analysis of the TLS 1.3 Handshake Protocol Candidates.,http://doi.acm.org/10.1145/2810103.2813653,ccs,2015,,,p1197-dowling.txt
AutoCog: Measuring the Description-to-permission Fidelity in Android Applications.,http://doi.acm.org/10.1145/2660267.2660287,ccs,2014,,,p1354-qu.txt
Anonymous and Publicly Linkable Reputation Systems.,https://doi.org/10.1007/978-3-662-47854-7_29,fc,2015,,,
Appraising the delay accuracy in browser-based network measurement.,http://doi.acm.org/10.1145/2504730.2504760,imc,2013,,,p361-li.txt
JIGSAW: Protecting Resource Access by Inferring Programmer Expectations.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/vijaykumar,uss,2014,,,sec14-paper-vijayakumar 2.31.52 PM.txt
Tactile One-Time Pad: Leakage-Resilient Authentication for Smartphones.,https://doi.org/10.1007/978-3-662-47854-7_15,fc,2015,,,paper_82 (1).txt
Mining Your Ps and Qs: Detection of Widespread Weak Keys in Network Devices.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/heninger,uss,2012,,,sec12-final228.txt
(Nothing else) MATor(s): Monitoring the Anonymity of Tor's Path Selection.,http://doi.acm.org/10.1145/2660267.2660371,ccs,2014,,,p513-backes.txt
Precise Client-side Protection against DOM-based Cross-Site Scripting.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/stock,uss,2014,,,sec14-paper-stock 2.31.52 PM.txt
A Sensitivity-Adaptive êêïÅ-Uncertainty Model for Set-Valued Data.,https://doi.org/10.1007/978-3-662-54970-4_27,fc,2016,,,27_Chen 2.31.51 PM.txt
"Machine-generated algorithms, proofs and software for the batch verification of digital signature schemes.",http://doi.acm.org/10.1145/2382196.2382248,ccs,2012,,,p474-akinyele 2.31.53 PM.txt
Observing common spam in Twitter and email.,http://doi.acm.org/10.1145/2398776.2398824,imc,2012,,,
The Psychology of Security for the Home Computer User.,https://doi.org/10.1109/SP.2012.23,sp,2012,,,06234414 2.31.52 PM.txt
Measurement and Analysis of Private Key Sharing in the HTTPS Ecosystem.,http://doi.acm.org/10.1145/2976749.2978301,ccs,2016,,,p628-cangialosi 2.31.51 PM.txt
Extract Me If You Can: Abusing PDF Parsers in Malware Detectors.,http://www.internetsociety.org/sites/default/files/blogs-media/extract-me-if-you-can-abusing-pdf-parsers-malware-detectors.pdf,ndss,2016,,,
Revealing middlebox interference with tracebox.,http://doi.acm.org/10.1145/2504730.2504757,imc,2013,,,p1-detal.txt
Cracking App Isolation on Apple: Unauthorized Cross-App Resource Access on MAC OS~X and iOS.,http://doi.acm.org/10.1145/2810103.2813609,ccs,2015,,,p31-xing.txt
Dynamic Searchable Encryption via Blind Storage.,https://doi.org/10.1109/SP.2014.47,sp,2014,,,06956592.txt
Rethinking SSL development in an appified world.,http://doi.acm.org/10.1145/2508859.2516655,ccs,2013,,,p49-fahl.txt
Ghost Talk: Mitigating EMI Signal Injection Attacks against Analog Sensors.,https://doi.org/10.1109/SP.2013.20,sp,2013,,,06547107 2.31.52 PM.txt
Fully automated analysis of padding-based encryption in the computational model.,http://doi.acm.org/10.1145/2508859.2516663,ccs,2013,,,p1247-barthe.txt
Fast Non-Malleable Commitments.,http://doi.acm.org/10.1145/2810103.2813721,ccs,2015,,,p1048-brenner.txt
Securing Anonymous Communication Channels under the Selective DoS Attack.,https://doi.org/10.1007/978-3-642-39884-1_31,fc,2013,,,10-3.txt
deDacota: toward preventing server-side XSS via automatic code and data separation.,http://doi.acm.org/10.1145/2508859.2516708,ccs,2013,,,p1205-doupe.txt
Never Been KIST: Tor's Congestion Management Blossoms with Kernel-Informed Socket Transport.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/jansen,uss,2014,,,sec14-paper-jansen 2.31.52 PM.txt
Attacking the Network Time Protocol.,http://www.internetsociety.org/sites/default/files/blogs-media/attacking-network-time-protocol.pdf,ndss,2016,,,
Understanding the effectiveness of video ads: a measurement study.,http://doi.acm.org/10.1145/2504730.2504748,imc,2013,,,p149-krishnan.txt
Valuing Security by Getting [d0x3d!]: Experiences with a Network Security Board Game.,https://www.usenix.org/conference/cset13/workshop-program/presentation/gondree,usscset,2013,,,cset13-gondree.txt
FeatureSmith: Automatically Engineering Features for Malware Detection by Mining the Security Literature.,http://doi.acm.org/10.1145/2976749.2978304,ccs,2016,,,p767-zhu 2.31.51 PM.txt
Revisiting Network Energy Efficiency of Mobile Apps: Performance in the Wild.,http://doi.acm.org/10.1145/2815675.2815713,imc,2015,,,p339-rosen.txt
On Implementing Deniable Storage Encryption for Mobile Devices.,http://internetsociety.org/doc/implementing-deniable-storage-encryption-mobile-devices,ndss,2013,,,06_3_0.txt
Metrics for Measuring ISP Badness: The Case of Spam - (Short Paper).,https://doi.org/10.1007/978-3-642-32946-3_8,fc,2012,,,paper_82.txt
Towards a bayesian network game framework for evaluating DDoS attacks and defense.,http://doi.acm.org/10.1145/2382196.2382255,ccs,2012,,,p553-yan 2.31.52 PM.txt
PyCRA: Physical Challenge-Response Authentication For Active Sensors Under Spoofing Attacks.,http://doi.acm.org/10.1145/2810103.2813679,ccs,2015,,,p1004-shoukry.txt
Nonoutsourceable Scratch-Off Puzzles to Discourage Bitcoin Mining Coalitions.,http://doi.acm.org/10.1145/2810103.2813621,ccs,2015,,,p680-miller.txt
Amplification Hell: Revisiting Network Protocols for DDoS Abuse.,http://www.internetsociety.org/doc/amplification-hell-revisiting-network-protocols-ddos-abuse,ndss,2014,,,01_5.txt
CARONTE: Detecting Location Leaks for Deanonymizing Tor Hidden Services.,http://doi.acm.org/10.1145/2810103.2813667,ccs,2015,,,p1455-matic.txt
Honeywords: making password-cracking detectable.,http://doi.acm.org/10.1145/2508859.2516671,ccs,2013,,,p145-juels.txt
Indexing million of packets per second using GPUs.,http://doi.acm.org/10.1145/2504730.2504756,imc,2013,,,p327-fusco.txt
ClickMiner: Towards Forensic Reconstruction of User-Browser Interactions from Network Traces.,http://doi.acm.org/10.1145/2660267.2660268,ccs,2014,,,p1244-neasbitt.txt
Toward Robust Hidden Volumes Using Write-Only Oblivious RAM.,http://doi.acm.org/10.1145/2660267.2660313,ccs,2014,,,p203-blass.txt
Semantics-Aware Android Malware Classification Using Weighted Contextual API Dependency Graphs.,http://doi.acm.org/10.1145/2660267.2660359,ccs,2014,,,p1105-zhang.txt
Deniable Key Exchanges for Secure Messaging.,http://doi.acm.org/10.1145/2810103.2813616,ccs,2015,,,
STING: Finding Name Resolution Vulnerabilities in Programs.,https://www.usenix.org/conference/usenixsecurity12/technical-sessions/presentation/vijayakumar,uss,2012,,,sec12-final195.txt
Internet Measurements and Public Policy: Mind the Gap.,https://www.usenix.org/conference/cset13/workshop-program/presentation/asghari,usscset,2013,,,cset13-asghari.txt
Using replicated execution for a more secure and reliable web browser.,http://www.internetsociety.org/using-replicated-execution-more-secure-and-reliable-web-browser,ndss,2012,,,
Identifying the Scan and Attack Infrastructures Behind Amplification DDoS Attacks.,http://doi.acm.org/10.1145/2976749.2978293,ccs,2016,,,p1426-krupp 2.31.51 PM.txt
A Short Paper on Blind Signatures from Knowledge Assumptions.,https://doi.org/10.1007/978-3-662-54970-4_31,fc,2016,,,31_Hanzlik 2.31.51 PM.txt
Shreds: Fine-Grained Execution Units with Private Memory.,https://doi.org/10.1109/SP.2016.12,sp,2016,,,07546495.txt
Path ORAM: an extremely simple oblivious RAM protocol.,http://doi.acm.org/10.1145/2508859.2516660,ccs,2013,,,p299-stefanov.txt
Computationally complete symbolic attacker and key exchange.,http://doi.acm.org/10.1145/2508859.2516710,ccs,2013,,,p1231-bana.txt
MalGene: Automatic Extraction of Malware Analysis Evasion Signature.,http://doi.acm.org/10.1145/2810103.2813642,ccs,2015,,,p769-kirat.txt
Detecting Malicious Activity with DNS Backscatter.,http://doi.acm.org/10.1145/2815675.2815706,imc,2015,,,p197-fukuda.txt
Hare Hunting in the Wild Android: A Study on the Threat of Hanging Attribute References.,http://doi.acm.org/10.1145/2810103.2813648,ccs,2015,,,p1248-aafer.txt
Chip and Skim: Cloning EMV Cards with the Pre-play Attack.,https://doi.org/10.1109/SP.2014.11,sp,2014,,,06956556.txt
Leveraging USB to Establish Host Identity Using Commodity Devices.,http://www.internetsociety.org/doc/leveraging-usb-establish-host-identity-using-commodity-devices,ndss,2014,,,08_4.txt
Authentication Using Pulse-Response Biometrics.,http://www.internetsociety.org/doc/authentication-using-pulse-response-biometrics,ndss,2014,,,08_1_0.txt
On the Security and Usability of Segment-based Visual Cryptographic Authentication Protocols.,http://doi.acm.org/10.1145/2976749.2978417,ccs,2016,,,p603-wang 2.31.51 PM.txt
Securing the Software Defined Network Control Layer.,http://www.internetsociety.org/doc/securing-software-defined-network-control-layer,ndss,2015,,,10_3_2.txt
How to keep a secret: leakage deterring public-key cryptosystems.,http://doi.acm.org/10.1145/2508859.2516691,ccs,2013,,,p943-kiayias.txt
Reliable Third-Party Library Detection in Android and its Security Applications.,http://doi.acm.org/10.1145/2976749.2978333,ccs,2016,,,p356-backes 2.31.51 PM.txt
Stealing Machine Learning Models via Prediction APIs.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/tramer,uss,2016,,,sec16_paper_tramer.txt
Enforcing Least Privilege Memory Views for Multithreaded Applications.,http://doi.acm.org/10.1145/2976749.2978327,ccs,2016,,,p393-hsu 2.31.51 PM.txt
Hang with your buddies to resist intersection attacks.,http://doi.acm.org/10.1145/2508859.2516740,ccs,2013,,,p1153-wolinsky.txt
AppSealer: Automatic Generation of Vulnerability-Specific Patches for Preventing Component Hijacking Attacks in Android Applications.,http://www.internetsociety.org/doc/appsealer-automatic-generation-vulnerability-specific-patches-preventing-component-hijacking,ndss,2014,,,10_4_1.txt
CHERI: A Hybrid Capability-System Architecture for Scalable Software Compartmentalization.,https://doi.org/10.1109/SP.2015.9,sp,2015,,,07163016.txt
Execute This! Analyzing Unsafe and Malicious Dynamic Code Loading in Android Applications.,http://www.internetsociety.org/doc/execute-analyzing-unsafe-and-malicious-dynamic-code-loading-android-applications,ndss,2014,,,10_5_0.txt
Are We One Hop Away from a Better Internet?,http://doi.acm.org/10.1145/2815675.2815719,imc,2015,,,p523-chiu.txt
iLock: Immediate and Automatic Locking of Mobile Devices against Data Theft.,http://doi.acm.org/10.1145/2976749.2978294,ccs,2016,,,p933-li 2.31.51 PM.txt
Back-Office Web Traffic on The Internet.,http://doi.acm.org/10.1145/2663716.2663756,imc,2014,,,p257-pujol.txt
FlowFence: Practical Data Protection for Emerging IoT Application Frameworks.,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/fernandes,uss,2016,,,sec16_paper_fernandes.txt
Beyond Pattern Matching: A Concurrency Model for Stateful Deep Packet Inspection.,http://doi.acm.org/10.1145/2660267.2660361,ccs,2014,,,p1378-decarli.txt
Private Circuits III: Hardware Trojan-Resilience via Testing Amplification.,http://doi.acm.org/10.1145/2976749.2978419,ccs,2016,,,p142-dziembowski 2.31.51 PM.txt
Breaking for commercials: characterizing mobile advertising.,http://doi.acm.org/10.1145/2398776.2398812,imc,2012,,,p343-vallinarodriguez 2.31.53 PM.txt
Preventing Lunchtime Attacks: Fighting Insider Threats With Eye Movement Biometrics.,http://www.internetsociety.org/doc/preventing-lunchtime-attacks-fighting-insider-threats-eye-movement-biometrics,ndss,2015,,,08_3_1.txt
ProvUSB: Block-level Provenance-Based Data Protection for USB Storage Devices.,http://doi.acm.org/10.1145/2976749.2978398,ccs,2016,,,p242-tian 2.31.51 PM.txt
Obtaining in-context measurements of cellular network performance.,http://doi.acm.org/10.1145/2398776.2398807,imc,2012,,,p287-gember 2.31.52 PM.txt
Computational verification of C protocol implementations by symbolic execution.,http://doi.acm.org/10.1145/2382196.2382271,ccs,2012,,,p712-aizatulin 2.31.53 PM.txt
I can be You: Questioning the use of Keystroke Dynamics as Biometrics.,http://internetsociety.org/doc/i-can-be-you-questioning-use-keystroke-dynamics-biometrics,ndss,2013,,,01_1_0.txt
Free for All! Assessing User Data Exposure to Advertising Libraries on Android.,http://www.internetsociety.org/sites/default/files/blogs-media/free-for-all-assessing-user-data-exposure-advertising-libraries-android.pdf,ndss,2016,,,
Practical Detection of Entropy Loss in Pseudo-Random Number Generators.,http://doi.acm.org/10.1145/2976749.2978369,ccs,2016,,,p678-dorre 2.31.51 PM.txt
