Name,URL,Conf.,Year,Used,Description,Produced,Description,Data,PDF_file_name,citeNum,Public
Security Analysis of a Full-Body Scanner.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/mowery,USENIX,2014,No,\,No,\,Non-data,sec14-paper-mowery.pdf,8,NA
A Systematic Analysis of the Juniper Dual EC Incident,https://dl.acm.org/authorize.cfm?key=N14378,CCS,2016,Yes, Internet-wide scan of all IPv4 addresses on port 500,No,\,Data,p468-checkoway.pdf,9,NA
Systematic Fuzzing and Testing of TLS Libraries,https://dl.acm.org/authorize.cfm?key=N14346,CCS,2016,No,\,No,\,Non-data,p1492-somorovsky.pdf,9,NA
Optimizing Semi-Honest Secure Multiparty Computation for the Internet,https://dl.acm.org/authorize.cfm?key=N14387,CCS,2016,No,\,No,\,Non-data,p578-ben-efraim.pdf,9,NA
TaintART: A Practical Multi-level Information-Flow Tracking System for Android RunTime,https://dl.acm.org/authorize.cfm?key=N14367,CCS,2016,Yes,Apps in our dataset used for the case study are downloaded from the Google ,No,\,Data,p331-sun.pdf,9,NA
How I Learned to be Secure: a Census-Representative Survey of Security Advice Sources and Behavior,https://dl.acm.org/authorize.cfm?key=N14384,CCS,2016,Yes,U.S.-census-representative survey of 526 users,No,\,Data,p666-redmiles.pdf,9,NA
PREDATOR: Proactive Recognition and Elimination of Domain Abuse at Time-Of-Registration,https://dl.acm.org/authorize.cfm?key=N14454,CCS,2016,Yes,"We collect authoritative nameservers for the domains within five minutes of domain registrations| We use the mapping dataset from iPlane to map the IP addresses to Autonomous System numbers|Our primary dataset consists of changes made to the .com zone| exclusive blacklisted .com domains (i.e., not reported by other feeds) on Spamhaus, | URIBL, and |  our spam trap number 24,015, 4,524, and 442 respectively",No,\,Data,p1568-hao.pdf,9,NA
What Else is Revealed by Order-Revealing Encryption?,https://dl.acm.org/authorize.cfm?key=N14321,CCS,2016,Yes,"We use two real geographic datasets Cal, SpitzLoc|The dataset Cal represents the latitude and longitude of|The dataset SpitzLoc consists of latitude and longitude",No,\,Data,p1155-durak.pdf,9,NA
Accountable Privacy for Decentralized Anonymous Payments.,https://doi.org/10.1007/978-3-662-54970-4_5,FC,2016,No,\,No,\,Non-data,05_Garman.pdf,9,NA
"Declarative, Temporal, and Practical Programming with Capabilities.",http://dx.doi.org/10.1109/SP.2013.11,SP,2013,No,\,No,\,Non-data,06547099.pdf,9,NA
Preventing Cryptographic Key Leakage in Cloud Virtual Machines.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/pattuk,USENIX,2014,No,\,No,\,Non-data,sec14-paper-pattuck.pdf,9,NA
Cardinal Pill Testing of System Virtual Machines.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/shi,USENIX,2014,No,\,No,\,Non-data,sec14-paper-shi.pdf,9,NA
JIGSAW: Protecting Resource Access by Inferring Programmer Expectations.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/vijaykumar,USENIX,2014,No,\,No,\,Non-data,sec14-paper-vijayakumar.pdf,9,NA
Coverage-based Greybox Fuzzing as Markov Chain,https://dl.acm.org/authorize.cfm?key=N14311,CCS,2016,No,\,No,\,Non-data,p1032-bohme.pdf,10,NA
Strong Non-Interference and Type-Directed Higher-Order Masking,https://dl.acm.org/authorize.cfm?key=N14240,CCS,2016,No,\,No,\,Non-data,p116-barthe.pdf,10,NA
Breaking Web Applications Built On Top of Encrypted Data,https://dl.acm.org/authorize.cfm?key=N14459,CCS,2016,Yes,"a dictionary of 354,986 English words|using several years worth of Ubuntu IRC logs",No,\,Data,p1353-grubbs.pdf,10,NA
Safely Measuring Tor,https://dl.acm.org/authorize.cfm?key=N14453,CCS,2016,Yes,We collected Tor mea- surements in multiple rounds of different lengths,No,\,Data,p1553-jansen.pdf,10,NA
_£o__o_____ Forward Secure Searchable Encryption,https://dl.acm.org/authorize.cfm?key=N14320,CCS,2016,Yes,English Wikipedia,No,\,Data,p1143-bost.pdf,10,NA
Measuring the impact of the copyright amendment act on New Zealand residential DSL users.,http://doi.acm.org/10.1145/2398776.2398833,IMC,2012,Yes,Packet traces that were captured using a passive monitor placed within the core network of a New Zealand ISP were used for this study.,No,\,Data,p551-alcock.pdf,10,NA
Identifying How Firms Manage Cybersecurity Investment ,,WEIS,2016,No,\,Yes,We recruited a total of 40 executives for this study ,Data,WEIS_2016_paper_19-1.pdf,10,NA
POPE: Partial Order Preserving Encoding,https://dl.acm.org/authorize.cfm?key=N14329,CCS,2016,Yes, 2 million public employee salary figures,No,\,Data,p1131-roche.pdf,11,NA
On the Instability of Bitcoin Without the Block Reward,https://dl.acm.org/authorize.cfm?key=N14243,CCS,2016,No,\,No,\,Non-data,p154-carlsten.pdf,11,NA
SANA: Secure and Scalable Aggregate Network Attestation,https://dl.acm.org/authorize.cfm?key=N14399,CCS,2016,No,\,No,\,Non-data,p731-ambrosin.pdf,11,NA
Efficient Batched Oblivious PRF with Applications to Private Set Intersection,https://dl.acm.org/authorize.cfm?key=N14306,CCS,2016,No,\,No,\,Non-data,p818-kolesnikov.pdf,11,NA
Generic Attacks on Secure Outsourced Databases,https://dl.acm.org/authorize.cfm?key=N14457,CCS,2016,Yes,518 datasets from the Texas Hospital Inpatient Discharge Public Use Data|and the 1049 datasets from the 2009 HCUP Nationwide Inpatient Sample,No,\,Data,p1329-kellaris.pdf,11,NA
Reliable Third-Party Library Detection in Android and its Security Applications,https://dl.acm.org/authorize.cfm?key=N14369,CCS,2016,Yes,Our library set contains 164 libraries|collected and tracked the version,Yes,360 affected packages from 23 distinct apps|394 affected packages from 51 distinct apps|667 app versions of 296 distinct apps,Data,p356-backes.pdf,11,NA
Android UI Deception Revisited: Attacks and Defenses.,https://doi.org/10.1007/978-3-662-54970-4_3,FC,2016,No,\,No,\,Non-data,03_Fernandes.pdf,11,NA
Welcome to the Entropics: Boot-Time Entropy in Embedded Devices.,http://dx.doi.org/10.1109/SP.2013.46,SP,2013,No,\,No,\,Non-data,06547135.pdf,11,NA
Confidential Benchmarking Based on Multiparty Computation.,https://doi.org/10.1007/978-3-662-54970-4_10,FC,2016,Yes,\,No,\,Non-data,10_Damgaard.pdf,12,NA
Sharing the cost of backbone networks: cui bono?,http://doi.acm.org/10.1145/2398776.2398830,IMC,2012,Yes,"We use several datasets from a tier-1 backbone network, which interconnects with other ISPs that it serves. ",No,\,Data,p509-gyarmati.pdf,12,NA
DSCRETE: Automatic Rendering of Forensic Information from Memory Images via Application Logic Reuse.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/saltaformaggio,USENIX,2014,No,\,No,\,Non-data,sec14-paper-saltaformaggio.pdf,12,NA
"Order-Revealing Encryption: New Constructions, Applications, and Lower Bounds",https://dl.acm.org/authorize.cfm?key=N14322,CCS,2016,No,\,No,\,Non-data,p1167-lewi.pdf,13,NA
C-FLAT: Control-Flow Attestation for Embedded Systems Software,https://dl.acm.org/authorize.cfm?key=N14390,CCS,2016,Yes,\,No,\,Non-data,p743-abera.pdf,13,NA
Security by Any Other Name: On the Effectiveness of Provider Based Email Security,http://dl.acm.org/citation.cfm?doid=2810103.2813607,CCS,2015,No,Alexa top million Web sites,Yes,"We created the set of popular email providers based on the top 1 million email address domains|We found that while more than half of the top 20,000 receiving",Data,p450-foster.pdf,13,NA
___Make Sure DSA Signing Exponentiations Really are Constant-Time,https://dl.acm.org/authorize.cfm?key=N14460,CCS,2016,Yes,collect 580 SM sequences from TLS handshakes and 260 from SSH,No,\,Data,p1639-pereida-garcia.pdf,13,NA
Speedtrap: Internet-Scale IPv6 Alias Resolution,http://conferences.sigcomm.org/imc/2013/papers/imc40s-luckieAemb.pdf,IMC,2013,Yes,"The graph consists of all the 52,986 IPv6 interfaces",Yes,"probe at a low rate of 20pps from a single VP, producing 26Kbps of traffic",Data,imc40s-luckieAemb.pdf,13,NA
The MALICIA Dataset: Identification and Analysis of Drive-by Download Operations.,https://lirias.kuleuven.be/bitstream/123456789/464045/1/malicia_dataset.pdf,International Journal of Information Security,2015,No,\,Yes,we have built an infrastructure to track individual exploit servers over time|We receive feeds of drive-by download URLs,Data,malicia_dataset.pdf,13,NA
"SDDR: Light-Weight, Secure Mobile Encounters.",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/lentz,USENIX,2014,No,\,No,\,Non-data,sec14-paper-lentz-update.pdf,13,NA
A Comprehensive Formal Security Analysis of OAuth 2.0,https://dl.acm.org/authorize.cfm?key=N14335,CCS,2016,No,\,No,\,Non-data,p1204-fett.pdf,14,NA
A Software Approach to Defeating Side Channels in Last-Level Caches,https://dl.acm.org/authorize.cfm?key=N14300,CCS,2016,No,\,No,\,Non-data,p871-zhou.pdf,14,NA
"LibFTE: A Toolkit for Constructing Practical, Format-Abiding Encryption Schemes.",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/luchaup,USENIX,2014,No,\,No,\,Non-data,sec14-paper-luchaup.pdf,14,NA
ZêÜ: An Optimizing Distributing Zero-Knowledge Compiler.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/fredrikson,USENIX,2014,No,\,No,\,Non-data,sec14-paper-fredrikson-z0.pdf,14,NA
High-Throughput Semi-Honest Secure Three-Party Computation with an Honest Majority,https://dl.acm.org/authorize.cfm?key=N14305,CCS,2016,No,\,No,\,Non-data,p805-araki.pdf,15,NA
MAPLE: a scalable architecture for maintaining packet latency measurements.,http://doi.acm.org/10.1145/2398776.2398788,IMC,2012,No,\,No,\,Non-data,p101-lee.pdf,15,NA
RasterZip: compressing network monitoring data with support for partial decompression.,http://doi.acm.org/10.1145/2398776.2398783,IMC,2012,No,\,No,\,Non-data,p51-fusco.pdf,15,NA
Observing common spam in Twitter and email.,http://doi.acm.org/10.1145/2398776.2398824,IMC,2012,Yes,"To compare spam in tweets and email, we start with two sets of public messages, Twitter and Yahoo, both collected in March 2011. |We check the domains in our data sets against several public URL blacklists in the first week of May 2011. URIBL and SURBL are DNS-based blacklists with domain names found in the body of spam emails, but generally not in legitimate emails. PhishTank lists phishing URLs voted by users. To detect malware, we use the list published by malwaredomains.com. Finally, for both malware and phishing domains, we use the Google Safebrowsing API to check against Googleês constantly up- dated blacklists.|we use data from the spamtrap set up by Ramachandran and Feam- ster|Alexa top 10,000 |we use DNS lookup information collected by Verisign.",No,\,Data,p461-lumezanu.pdf,15,NA
Limiting the Impact of Stealthy Attacks on Industrial Control Systems,https://dl.acm.org/authorize.cfm?key=N14326,CCS,2016,Yes,network data we collected from an operational large-scale Supervisory Control and Data Acqui- sition (SCADA),No,\,Data,p1092-urbina.pdf,16,NA
The Ring of Gyges: Investigating the Future of Criminal Smart Contracts,https://dl.acm.org/authorize.cfm?key=N14353,CCS,2016,No,\,No,\,Non-data,p283-juels.pdf,17,NA
On the Practical (In-)Security of 64-bit Block Ciphers Collision Attacks on HTTP over TLS and OpenVPN,https://dl.acm.org/authorize.cfm?key=N14377,CCS,2016,Yes,we tested servers from Alexa|We identified 11483 different HTTPS servers,Yes,\,Data,p456-bhargavan.pdf,17,NA
Hiding Information in Flash Memory.,http://dx.doi.org/10.1109/SP.2013.26,SP,2013,No,\,No,\,Non-data,06547115.pdf,17,NA
iSeeYou: Disabling the MacBook Webcam Indicator LED.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/brocker,USENIX,2014,No,\,No,\,Non-data,sec14-paper-brocker.pdf,17,NA
Prefetch Side-Channel Attacks: Bypassing SMAP and Kernel ASLR,https://dl.acm.org/authorize.cfm?key=N14360,CCS,2016,No,\,No,\,Non-data,p368-gruss.pdf,18,NA
Breaking Kernel Address Space Layout Randomization with Intel TSX,https://dl.acm.org/authorize.cfm?key=N14361,CCS,2016,No,\,No,\,Non-data,p380-jang.pdf,18,NA
Understanding IPv6 Internet Background Radiation,http://conferences.sigcomm.org/imc/2013/papers/imc027-czyzA.pdf,IMC,2013,Yes,we describe the design of our experiment and our data collection methodology|We collected a set of public IPv6 addresses|Alexa top 1M domains|we analyzed a single week of IPv4 background radiation captured,No,\,Data,imc027-czyzA.pdf,18,NA
Range tomography: combining the practicality of boolean tomography with the resolution of analog tomography.,http://doi.acm.org/10.1145/2398776.2398817,IMC,2012,No,\,No,\,Non-data,p385-zarifzadeh.pdf,18,NA
Predicting Users___ Motivations behind Location Check-Ins and Utility Implications of Privacy Protection Mechanisms,http://www.shokri.org/files/Shokri-NDSS2015.pdf,NDSS,2015,No,\,Yes,"to grant us access to their Foursquare data, we rewarded them with a fixed amount of money (US $4.5 per HIT [2], [22]). ",Data,Shokri-NDSS2015.pdf,18,NA
Ad-Hoc Secure Two-Party Computation on Mobile Devices using Hardware Tokens.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/demmler,USENIX,2014,No,\,No,\,Non-data,sec14-paper-demmler.pdf,18,NA
Drammer: Deterministic Rowhammer Attacks on Mobile Platforms,https://dl.acm.org/authorize.cfm?key=N14463,CCS,2016,No,\,No,\,Non-data,p1675-van-der-veen.pdf,19,NA
Beyond friendship: modeling user activity graphs on social network-based gifting applications.,http://doi.acm.org/10.1145/2398776.2398826,IMC,2012,Yes,"our review (using Developer Analyt- ics [27]) in January 2012 showed that 74.4% of the top 250 Facebook applications by MAU were Flash or text-based gaming applications, while 9.43% were gifting applications, followed by other smaller genres of applications. ",Yes,Our user activity traces capture 2.2 billion activities. |Our user activity traces capture 2.2 billion activities.|Our user activity traces for Hugged capture 1.6 billion user activities.,Data,p467-nazir.pdf,19,NA
Targeted Online Password Guessing: An Underestimated Threat,https://dl.acm.org/authorize.cfm?key=N14338,CCS,2016,Yes,Basic information about our 10 password datasets,Yes," we build PII-Dodonew with size 161,510 by matching Dodonew with 51job and 12306 using email address, and | PII-000webhost with size 2,950 by matching 000webhost with Rootkit.| we further build three lists of password pairs for Chinese users by matching Dodonew and CSDN with the two PII-associated Chinese password lists using email address",Data,p1242-wang.pdf,21,NA
AUTOREB: Automatically Understanding the Review-to-Behavior Fidelity in Android Applications,http://dl.acm.org/citation.cfm?doid=2810103.2813689,CCS,2015,No,\,Yes,We crawled a real-world dataset,Data,p530-kong.pdf,21,NA
Detection of Low-Rate Attacks in Computer Networks,http://www.isi.edu/~johnh/PAPERS/Thatte08a.pdf,IEEE Global Internet Symposium 2008,2008,Yes,we use the former method to detect the presence of an attack in real Internet traces,No,\,Data,Thatte08a.pdf,21,NA
Search + Seizure: The Effectiveness of Interventions on SEO Campaigns,http://conferences2.sigcomm.org/imc/2014/papers/p359.pdf,IMC,2014,No,\,Yes,"Using eight months of empirical crawled data, we identify 52 distinct SEO campaigns| we were able to periodically collect AWStats data for 647 storefronts|In the PSR data set, we found 68,193 ",Data,p359.pdf,22,NA
Anon-Pass: Practical Anonymous Subscriptions.,http://dx.doi.org/10.1109/SP.2013.29,SP,2013,No,\,No,\,Non-data,06547118.pdf,22,NA
On the Effective Prevention of TLS Man-in-the-Middle Attacks in Web Applications.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/karapanos,USENIX,2014,No,\,No,\,Non-data,sec14-paper-karapanos.pdf,22,NA
Dynamic Hooks: Hiding Control Flow Changes within Non-Control Data.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/vogl,USENIX,2014,No,\,No,\,Non-data,sec14-paper-vogl.pdf,22,NA
X-Force: Force-Executing Binary Programs for Security Applications.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/peng,USENIX,2014,No,\,No,\,Non-data,sec14-paper-peng.pdf,23,NA
ECDSA Key Extraction from Mobile Devices via Nonintrusive Physical Side Channels,https://dl.acm.org/authorize.cfm?key=N14469,CCS,2016,Yes, leakage of 5000 OpenSSL ECDSA signatures executed on an iPhone 3GS,No,\,Data,p1626-genkin.pdf,24,NA
On the Security and Performance of Proof of Work Blockchains,https://dl.acm.org/authorize.cfm?key=N14231,CCS,2016,No,\,No,\,Non-data,p3-gervais.pdf,24,NA
MASCOT: Faster Malicious Arithmetic Secure Computation with Oblivious Transfer,https://dl.acm.org/authorize.cfm?key=N14307,CCS,2016,No,\,No,\,Non-data,p830-keller.pdf,25,NA
Remote Detection of Bottleneck Links Using Spectral and Statistical Methods,https://www.isi.edu/~johnh/PAPERS/He09a.pdf,Computer Networks V 53 (N. 3),2009,Yes,\,No,\,Non-data,He09a.pdf,25,NA
TapDance: End-to-Middle Anticensorship without Flow Blocking.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wustrow,USENIX,2014,No,Alexa top million domains ,No,sample of the IPv4 address space listening on port ,Data,sec14-paper-wustrow.pdf,25,NA
A Secure Sharding Protocol For Open Blockchains,https://dl.acm.org/authorize.cfm?key=N14232,CCS,2016,No,\,No,\,Non-data,p17-luu.pdf,27,NA
Mimesis Aegis: A Mimicry Privacy Shield-A System's Approach to Data Privacy on Public Cloud.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/lau,USENIX,2014,No,\,No,\,Non-data,sec14-paper-lau.pdf,29,NA
Town Crier: An Authenticated Data Feed for Smart Contracts,https://dl.acm.org/authorize.cfm?key=N14352,CCS,2016,No,\,No,\,Non-data,p270-zhang.pdf,30,NA
TRUESET: Faster Verifiable Set Computations.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kosba,USENIX,2014,No,\,No,\,Non-data,sec14-paper-kosba.pdf,31,NA
The Honey Badger of BFT Protocols,https://dl.acm.org/authorize.cfm?key=N14233,CCS,2016,No,\,No,\,Non-data,p31-miller.pdf,32,NA
Accessorize to a Crime: Real and Stealthy Attacks on State-of-the-Art Face Recognition,https://dl.acm.org/authorize.cfm?key=N14451,CCS,2016,Yes,"roughly 1000 images per celebrity for training, for a total of about 2.6M images.",No,\,Data,p1528-sharif.pdf,32,NA
Understanding the Domain Registration Behavior of Spammers,http://conferences.sigcomm.org/imc/2013/papers/imc247-haoA.pdf,IMC,2013,Yes,"In this section we describe the datasets used in our analysis|Our primary dataset consists of changes made to the .com|Our data includes captures of the DNZA files as recorded|we operated a spam trap|we subscribed to three major DNS blacklists, URIBL, SURBL, and Spamhaus DBL.",No,\,Data,imc247-haoA.pdf,32,NA
Metric tree-like structures in real-life networks: an empirical study,https://arxiv.org/pdf/1402.3364.pdf,NA,2016,Yes,"Our datasets come from different domains like Internet measurements,",No,\,Data,1402.3364.pdf,32,NA
Circuit Structures for Improving Efficiency of Security and Privacy Tools.,http://dx.doi.org/10.1109/SP.2013.40,SP,2013,No,\,No,\,Non-data,06547129.pdf,33,NA
Automatic Generation of Data-Oriented Exploits,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-hu.pdf,USENIX,2015,No,\,Yes,FLOWSTITCH generates 19 data-oriented attacks from 8 vulnerable programs.,Data,sec15-paper-hu.pdf,33,NA
Ally Friendly Jamming: How to Jam Your Enemy and Maintain Your Own Wireless Connectivity at the Same Time.,http://dx.doi.org/10.1109/SP.2013.22,SP,2013,No,\,No,\,Non-data,06547109.pdf,35,NA
Revisiting SSL/TLS Implementations: New Bleichenbacher Side Channels and Attacks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/meyer,USENIX,2014,No,\,No,\,Non-data,sec14-paper-meyer.pdf,36,NA
All Your Biases Belong to Us: Breaking RC4 in WPA-TKIP and TLS,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-vanhoef.pdf,USENIX,2015,No,\,Yes,\,Non-data,sec15-paper-vanhoef.pdf,36,NA
Making Smart Contracts Smarter,https://dl.acm.org/authorize.cfm?key=N14351,CCS,2016,Yes,"We ran Oyente on 19, 366 smart contracts from",Yes,\,Data,p254-luu.pdf,38,NA
Trustworthy Whole-System Provenance for the Linux Kernel,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/bates,USENIX,2015,No,\,Yes,\,Non-data,sec15-paper-bates.pdf,38,NA
Protocol State Fuzzing of TLS Implementations,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-de-ruiter.pdf,USENIX,2015,No,\,Yes,\,Non-data,sec15-paper-de-ruiter.pdf,40,NA
ret2dir: Rethinking Kernel Isolation.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kemerlis,USENIX,2014,No,\,No,\,Non-data,sec14-paper-kemerlis.pdf,42,NA
"Frodo: Take off the Ring! Practical, Quantum-Secure Key Exchange from LWE",https://dl.acm.org/authorize.cfm?key=N14319,CCS,2016,No,\,No,\,Non-data,p1006-bos-1.pdf,44,NA
On Limitations of Friendly Jamming for Confidentiality.,http://dx.doi.org/10.1109/SP.2013.21,SP,2013,No,\,No,\,Non-data,06547108.pdf,46,NA
Caveat Coercitor: Coercion-Evidence in Electronic Voting.,http://dx.doi.org/10.1109/SP.2013.32,SP,2013,No,\,No,\,Non-data,06547121.pdf,47,NA
All Your IFCException Are Belong to Us.,http://dx.doi.org/10.1109/SP.2013.10,SP,2013,No,\,No,\,Non-data,06547098.pdf,48,NA
Online Tracking: A 1-million-site Measurement and Analysis,https://dl.acm.org/authorize.cfm?key=N14340,CCS,2016,Yes,All of our measurements use the Alexa top 1 million site list| use two popular tracking-protection lists for this purpose: EasyList and | EasyPrivacy,No,\,Data,p1388-englehardt.pdf,52,NA
Program popularity and viewer behaviour in a large TV-on-demand system.,http://doi.acm.org/10.1145/2398776.2398798,IMC,2012,No,\,No,\,Non-data,p199-abrahamsson.pdf,53,NA
Towards Reliable Storage of 56-bit Secrets in Human Memory.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/bonneau,USENIX,2014,No,\,No,\,Non-data,sec14-paper-bonneau.pdf,53,NA
Scheduler-based Defenses against Cross-VM Side-channels.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/varadarajan,USENIX,2014,No,\,No,\,Non-data,sec14-paper-varadarajan.pdf,55,NA
"Content delivery and the natural evolution of DNS: remote dns trends, performance issues and alternative solutions.",http://doi.acm.org/10.1145/2398776.2398831,IMC,2012,Yes,"top 1,000 sites |We base our analyses on data contributed by 10,923 end hosts distributed across 99 countries and 752 ASes, providing a diverse set of vantage points.",No,\,Data,p523-otto.pdf,56,NA
The Emperor's New Password Manager: Security Analysis of Web-based Password Managers.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/li_zhiwei,USENIX,2014,No,\,No,\,Non-data,sec14-paper-li-zhiwei.pdf,58,NA
Password Portfolios and the Finite-Effort User: Sustainably Managing Large Numbers of Accounts.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/florencio,USENIX,2014,No,\,No,\,Non-data,sec14-paper-florencio.pdf,59,NA
Fathom: a browser-based network measurement platform.,http://doi.acm.org/10.1145/2398776.2398786,IMC,2012,No,\,No,\,Non-data,p73-dhawan.pdf,63,NA
Privacy in Pharmacogenetics: An End-to-End Case Study of Personalized Warfarin Dosing.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/fredrikson_matthew,USENIX,2014,No,\,No,\,Non-data,sec14-paper-fredrikson-privacy.pdf,63,NA
Unauthorized origin crossing on mobile platforms: threats and mitigation,http://dl.acm.org/citation.cfm?doid=2508859.2516727,CCS,2013,No,\,No,\,Non-data,p635-wang.pdf,64,NA
Deep Learning with Differential Privacy,https://dl.acm.org/authorize.cfm?key=N14365,CCS,2016,Yes,and results on two popular image datasets: MNIST and CIFAR-10,No,\,Data,p308-abadi.pdf,64,NA
PUFs in Security Protocols: Attack Models and Security Evaluations.,http://dx.doi.org/10.1109/SP.2013.27,SP,2013,No,\,No,\,Non-data,06547116.pdf,65,NA
XRay: Enhancing the Web's Transparency with Differential Correlation.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/lecuyer,USENIX,2014,No,\,No,\,Non-data,sec14-paper-lecuyer.pdf,67,NA
An Empirical Comparison of Botnet Detection Methods,https://pdfs.semanticscholar.org/eabb/a0b46f4325d28d6e02f4ebbf70f40a1263a5.pdf,NA,2014,Yes,The dataset used in the paper includes an IRC-based Botnet|indexed three Botnet datasets2 until|A custom botnet dataset was created to verify five| Ericsson Research created a normal dataset that was used in Saad|A considerable amount of malware traffic in pcap forma|Another dataset with malware logs and benign logs was collected in NexGinRC|The last dataset analyzed,No,\,Data,a0b46f4325d28d6e02f4ebbf70f40a1263a5.pdf,70,NA
The Crossfire Attack.,http://dx.doi.org/10.1109/SP.2013.19,SP,2013,No,\,No,\,Non-data,06547106.pdf,71,NA
Ghost Talk: Mitigating EMI Signal Injection Attacks against Analog Sensors.,http://dx.doi.org/10.1109/SP.2013.20,SP,2013,No,\,No,\,Non-data,06547107.pdf,71,NA
Revealing Middlebox Interference with Tracebox,http://conferences.sigcomm.org/imc/2013/papers/imc032s-detalA.pdf,IMC,2013,Yes,"top 5,000 Alexa web sites|Each VP had a target list of 5,000 items",No,\,Data,imc032s-detalA.pdf,72,NA
"Design, Implementation and Verification of an eXtensible and Modular Hypervisor Framework.",http://dx.doi.org/10.1109/SP.2013.36,SP,2013,No,\,No,\,Non-data,06547125.pdf,72,NA
Faster Private Set Intersection Based on OT Extension.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/pinkas,USENIX,2014,No,\,No,\,Non-data,sec14-paper-pinkas.pdf,73,NA
SoK: Secure Data Deletion.,http://dx.doi.org/10.1109/SP.2013.28,SP,2013,No,\,No,\,Non-data,06547117.pdf,78,NA
ASM: A Programmable Interface for Extending Android Security.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/heuser,USENIX,2014,No,\,No,\,Non-data,sec14-paper-heuser.pdf,80,NA
Oxymoron: Making Fine-Grained Memory Randomization Practical by Allowing Code Sharing.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/backes,USENIX,2014,No,\,No,\,Non-data,sec14-paper-backes.pdf,82,NA
A Hybrid Architecture for Interactive Verifiable Computation.,http://dx.doi.org/10.1109/SP.2013.48,SP,2013,No,\,No,\,Non-data,06547112.pdf,83,NA
Practical Darknet Measurement,http://mdbailey.ece.illinois.edu/publications/ciss06_final.pdf,CISS,2006,No,\,No,the real-world savings consider that a certain IMS darknet ,Data,ciss06_final.pdf,84,NA
"Measuring the deployment of IPv6: topology, routing and performance.",http://doi.acm.org/10.1145/2398776.2398832,IMC,2012,Yes,"We use a variety of data sources and analysis methods, ",No,\,Data,p537-dhamdhere.pdf,84,NA
Succinct Non-Interactive Zero Knowledge for a von Neumann Architecture.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/ben-sasson,USENIX,2014,No,\,No,\,Non-data,sec14-paper-ben-sasson.pdf,85,NA
Peeking into Your App without Actually Seeing It: UI State Inference and Novel Android Attacks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/chen,USENIX,2014,No,\,No,\,Non-data,sec14-paper-chen.pdf,87,NA
Gyrophone: Recognizing Speech from Gyroscope Signals.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/michalevsky,USENIX,2014,No,\,No,\,Non-data,sec14-paper-michalevsky.pdf,89,NA
SoK: The Evolution of Sybil Defense via Social Networks.,http://dx.doi.org/10.1109/SP.2013.33,SP,2013,No,\,No,\,Non-data,06547122.pdf,90,NA
Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,millions of daily global samples|10 million IPs probed daily|The number of IPv4 prefix allocations grows from roughly 300 per month at the begin-,No,"In the past several years, we typically find more than 300 prefixes allocated per month|we find nearly 69K IPv4 prefix allocations at|",Data,sigcomm14_ipv6.pdf,92,NA
Size Does Matter: Why Using Gadget-Chain Length to Prevent Code-Reuse Attacks is Hard.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/goktas,USENIX,2014,No,\,No,\,Non-data,sec14-paper-goktas.pdf,94,NA
