Paper ID,Coder,Paper name,URL,Conference,Year,DHS funding,Data Used or Produced?,Description,Public?,In IMPACT / PREDICT?,Data link,Research or Industry?,Data Category
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,"full packet traces from the/8 network telescope operated at the University of California San Diego,",Yes,No,http://www.caida.org/projects/network_telescope/,Industry,Attacks
,Hannah,Entropy-Based Characterization of Internet Background Radiation,http://www.mdpi.com/1099-4300/17/1/74/htm#b18-entropy-17-00074,SAM,2015,No,Used,"Representative portion of the IBR for three weeks of April, 2012, with a 10-minute time scope",Yes,Yes                    DS-381,http://www.caida.org/data/passive/telescope-patch-tuesday_dataset.xml,Industry,Attacks
,Hannah,"Feature Selection for Robust Backscatter DDoSDetection",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7365905,LCN Workshop,2015,No,Used,specific  darknet  dataset  including  mostly  DDoS  traffic  collected in 2007 via UCSD Network Telescope,Yes,Yes              DS-117,http://www.caida.org/data/passive/ddos-20070804dataset.xml,Industry,Attacks
,Hannah,"Feature Selection for Robust Backscatter DDoSDetection",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7365905,LCN Workshop,2015,No,Used,specific  darknet  dataset  including  mostly  DDoS  traffic  collected in 2008 via UCSD Network Telescope,Yes,Yes              DS-380,http://www.caida.org/data/passive/backscatter2008dataset.xml,Industry,Attacks
,Muwei,National-level risk assessment: A multi-country study of malware infections,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/06/WEIS_2016_paper_38-2-1.pdf,WEIS,2016,No,Used,"The data was collected by Microsoft Malicious Software Removal Tool (MSRT), a malware cleaner utility that scans computers for infections of specific, prevalent malicious software and helps remove these infections",No,No,/,Industry,Attacks
,Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Used,Datalossdb.org,Yes,No,Datalossdb.org,Industry,Attacks
,Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Used,Databreaches.net,Yes,No,Databreaches.net,Industry,Attacks
,Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Used,PHIprivacy.net,Yes,No,PHIprivacy.net,Industry,Attacks
,Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Used,Privacy Rights Clearinghouse,Yes,No,https://www.privacyrights.org,Industry,Attacks
,Muwei,Certified PUP: Abuse in Authenticode Code Signing,http://dl.acm.org/citation.cfm?doid=2810103.2813665,CCS,2015,No,Used,VirusShare,Yes,No,https://virusshare.com,Industry,Attacks
,Muwei,Certified PUP: Abuse in Authenticode Code Signing,http://dl.acm.org/citation.cfm?doid=2810103.2813666,CCS,2015,No,Used,We also obtain from Italian collaborators a dataset of unlabeled older samples and collect a small dataset of samples with encrypted network traffic,No,No,/,Research,Attacks
,Muwei,Certified PUP: Abuse in Authenticode Code Signing,http://dl.acm.org/citation.cfm?doid=2810103.2813667,CCS,2015,No,Used,Malicia,Yes,No,http://link.springer.com/article/10.1007/s10207-014-0248-7,Research,Attacks
,Muwei,Certified PUP: Abuse in Authenticode Code Signing,http://dl.acm.org/citation.cfm?doid=2810103.2813668,CCS,2015,No,Used,CCSS Forum certificate blacklist,Yes,No,http://www.ccssforum.org/,Industry,Attacks
,Muwei,MalGene: Automatic Extraction of Malware Analysis Evasion Signature,http://dl.acm.org/citation.cfm?doid=2810103.2813642,CCS,2015,No,Used,"For the evaluation of our system, we re- ceived 3,107 evasive samples identified by the BareCloud",No,No,/,Research,Attacks
,Muwei,Measuring the longitudinal evolution of the online anonymous marketplace ecosystem,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-soska.pdf,USENIX,2015,Yes,Used,SilkRoad data,Yes,No,,Research,Cybercrime Infrastructure
,Hannah,An In-Depth Study of More Than Ten Years of Java Exploitation,https://dl.acm.org/authorize.cfm?key=N14393,CCS,2016,No,Used,87 publicly available Java exploits (Metasploit (22 exploits),Yes,No,"https://github.com/rapid7/metasploit-framework/tree/master/external/source/exploits",Industry,Exploits
,Hannah,An In-Depth Study of More Than Ten Years of Java Exploitation,https://dl.acm.org/authorize.cfm?key=N14393,CCS,2016,No,Used,Exploit-DB (2),Yes,No,https://www.exploit-db.com,Industry,Exploits
,Hannah,An In-Depth Study of More Than Ten Years of Java Exploitation,https://dl.acm.org/authorize.cfm?key=N14393,CCS,2016,No,Used,"Packet Storm (5), ",Yes,No,https://packetstormsecurity.com,Industry,Exploits
,Hannah,An In-Depth Study of More Than Ten Years of Java Exploitation,https://dl.acm.org/authorize.cfm?key=N14393,CCS,2016,No,Used," from the security research company Security Explorations (52), ",Yes,No,http://www.security-explorations.com/en/SE-2012-01-poc.html,Industry,Exploits
,Hannah,An In-Depth Study of More Than Ten Years of Java Exploitation,https://dl.acm.org/authorize.cfm?key=N14393,CCS,2016,No,Used,an online repository for Java exploits) and associated CVE identifiers,Yes,No,https://bitbucket.org/bhermann/java-exploit-library,Industry,Exploits
,Muwei,Vulnerability Disclosure in the Age of Social Media: Exploiting Twitter for Predicting Real-World Exploits,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/sabottke,USENIX,2015,No,Used,exploits from ExploitDB,Yes,No,https://www.exploit-db.com,Industry,Exploits
,Muwei,Vulnerability Disclosure in the Age of Social Media: Exploiting Twitter for Predicting Real-World Exploits,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/sabottke,USENIX,2015,No,Used,exploits from OS-VDB,Yes,No,http://www. osvdb.org,Industry,Exploits
,Muwei,Vulnerability Disclosure in the Age of Social Media: Exploiting Twitter for Predicting Real-World Exploits,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/sabottke,USENIX,2015,No,Used,exploits from Microsoft security advisories,Yes,No,/,Industry,Exploits
,Muwei,Vulnerability Disclosure in the Age of Social Media: Exploiting Twitter for Predicting Real-World Exploits,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/sabottke,USENIX,2015,No,Used,exploits from Symantec's anti-virus and intrusion protection signatures,Yes,No,http://delivery.acm.org/10.1145/2390000/2382427/p17-allodi.pdf?ip=129.244.98.101&id=2382427&acc=ACTIVE%20SERVICE&key=F82E6B88364EF649%2E7A1E49A63A6E1C24%2E4D4702B0C3E38B35%2E4D4702B0C3E38B35&CFID=939631853&CFTOKEN=10862392&__acm__=1495556357_b6dc7f0097fe7ba2e03c4524535834dd,Research,Exploits
,Muwei,Android Root and its Providers: A Double-Edged Sword,http://dl.acm.org/citation.cfm?doid=2810103.2813716,CCS,2015,No,Used,Exploit DB database,Yes,No,https://exploit-db.com/,Industry,Exploits
,Muwei,Android Root and its Providers: A Double-Edged Sword,http://dl.acm.org/citation.cfm?doid=2810103.2813717,CCS,2015,No,Used,It‰Ûªs Bugs All the Way Down,Yes,No,http://vulnfactory.org/,Industry,Exploits
,Hannah,How I Learned to be Secure: a Census-Representative Survey of Security Advice Sources and Behavior,https://dl.acm.org/authorize.cfm?key=N14384,CCS,2016,No,Used,"U.S.-census-representative survey of 526 users, cognitive interviews with five demographically-diverse participants",No,No,\,Industry,Offline Characteristics
,Hannah,Acing the IOC Game: Toward Automatic Discovery and Analysis of Open-Source Cyber Threat Intelligence,https://dl.acm.org/authorize.cfm?key=N14391,CCS,2016,No,Used,"71,000 articles collected from 45 leading technical blogs",No,No,\,Industry,Offline Characteristics
,Hannah,POPE: Partial Order Preserving Encoding,https://dl.acm.org/authorize.cfm?key=N14329,CCS,2016,No,Used, 2 million public employee salary figures (California public employee payroll data from 2014,Yes,No,http://transparentcalifornia.com/downloads/,Industry,Offline Characteristics
,Hannah,ë£oì oìâ‰ÛÒ Forward Secure Searchable Encryption,https://dl.acm.org/authorize.cfm?key=N14320,CCS,2016,No,Used,English Wikipedia,Yes,No,\,Industry,Offline Characteristics
,Hannah,EpicRec: Towards Practical Differentially Private Framework for Personalized Recommendation,https://dl.acm.org/authorize.cfm?key=N14355,CCS,2016,No,Used,MovieLens a movie rating dataset collected by the GroupLens Research Project,Yes,No,http://grouplens.org/datasets/movielens ,Industry,Offline Characteristics
,Hannah,EpicRec: Towards Practical Differentially Private Framework for Personalized Recommendation,https://dl.acm.org/authorize.cfm?key=N14355,CCS,2016,No,Used," Yelp2: a business rating data provided by RecSys Challenge 2013,",Yes,No,https://www.kaggle.com/c/yelp-recsys-2013/data ,Industry,Offline Characteristics
,Hannah,FeatureSmith: Automatically Engineering Features for Malware Detection by Mining the Security Literature,https://dl.acm.org/authorize.cfm?key=N14392,CCS,2016,No,Used,"Papers from the IEEE Symposium on Security and Privacy (S&P‰Ûª08‰ÛÒS&P‰Ûª15),  the Computer  Security  Foundations  Symposium  (CSF‰Ûª00‰ÛÒCSF‰Ûª14), and  USENIX  Security  (Sec‰Ûª11), ",Yes,No,\,Industry,Offline Characteristics
,Hannah,Membership Privacy in MicroRNA-based Studies,https://dl.acm.org/authorize.cfm?key=N14366,CCS,2016,No,Used,"The dataset containing more than 1,000 miRNA ex-pression profiles publicly available in the gene expression omnibus (GEO) database under reference GSE6174","Yes",No,\,Industry,Offline Characteristics
,Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Used,The data for stock prices comes from the Center for Research in Security Prices ,Yes,No,http://www.crsp.com,Industry,Offline Characteristics
,Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Used,I use Standard Industrial Classification (SIC) industry numbers for each company from CRS Pusing Wharton Research Data Services.,Yes,No,http://www.whartonwrds.com,Industry,Offline Characteristics
,Muwei,Drops for Stuff: An Analysis of Reshipping Mule Scams,http://dl.acm.org/citation.cfm?doid=2810103.2813620,CCS,2015,Yes,Used,"During this time we obtained a comprehensive and detailed dataset on seven reshipping scam websites and their operations, spanning from 2010 to 2015",No,No,/,Industry,Offline Characteristics
,Muwei,Measuring Real-World Accuracies and Biases in Modeling Password Guessability,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ur,USENIX,2015,No,Used,RockYou leak passwords,Yes,No,/,Industry,Password Lists
,Muwei,Measuring Real-World Accuracies and Biases in Modeling Password Guessability,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ur,USENIX,2015,No,Used,Yahoo! Voices leak passwords,Yes,No,/,Industry,Password Lists
,Hannah,The Misuse of Android Unix Domain Sockets and Security Implications,https://dl.acm.org/authorize.cfm?key=N14247,CCS,2016,No,Used,"APK files that corresponded to 14,644 apps on Google Play",No,No,\,Industry,PopulationEnumeration
,Hannah,Call Me Back! Attacks on System Server and System Apps in Android through Synchronous Callback,https://dl.acm.org/authorize.cfm?key=N14248,CCS,2016,No,Used,"1,591 service interfaces of Android 5.1.0",No,No,\,Industry,PopulationEnumeration
,Hannah,Scalable Graph-based Bug Search for Firmware Images,https://dl.acm.org/authorize.cfm?key=N14379,CCS,2016,No,Used,"dataset of over 568,134 functions, Each function in the baseline dataset has atleast two instances:  one for query and another for search",No,No,\,Research,PopulationEnumeration
,Hannah,Statistical Deobfuscation of Android Applications,https://dl.acm.org/authorize.cfm?key=N14368,CCS,2016,No,Used,1784 non-obfuscated Android applications from F-Droid,Yes,No,\,Industry,PopulationEnumeration
,Hannah,CSPAutoGen: Black-box Enforcement of Content Security Policy upon Real-world Websites,https://dl.acm.org/authorize.cfm?key=N14383,CCS,2016,No,Used,"Alexa Top 50 websites, ",Yes,No,\,Industry,PopulationEnumeration
,Hannah,Scalable Graph-based Bug Search for Firmware Images,https://dl.acm.org/authorize.cfm?key=N14379,CCS,2016,No,Used,"Firmware images from 8,126 devices across three architectures and 26 vendors,  ",Yes,No,\,Research,PopulationEnumeration
,Hannah,Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,Used,"Verisign TLD Packets: IPv4 Jun 2011 ‰ÛÒ Dec 2013 4 global sites, 5 of 13 gTLD NS letters (.com/.net),‰äö4.5Bn queries,",No,No,\,Industry,PopulationEnumeration
,Hannah,Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,Used,"Verisign TLD Packets: IPv6Jun 2011 ‰ÛÒ Dec 2013 15 global sites, both gTLD NS letters (.com/.net) w/IPv6, 647M queries,",No,No,\,Industry,PopulationEnumeration
,Muwei,MyTrackingChoices: Pacifying the Ad-Block War by Enforcing User Privacy Preferences,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_48.pdf,WEIS,2016,No,Used,Alexa top 500Alexa.com‰Ûªs 500 top Web sites for almost each of the top-level categories,Yes,No,https://www.alexa.com,Industry,PopulationEnumeration
,Muwei,Inference Attacks on Property-Preserving Encrypted Databases,http://dl.acm.org/citation.cfm?doid=2810103.2813651,CCS,2015,No,Used,"Texas Inpatient Public Use Data File (PUDF), which is provided by the Texas Department of State Health Services",Yes,No,http://www.dshs.texas.gov/THCIC/Hospitals/Download.shtm,Industry,PopulationEnumeration
,Muwei,Inference Attacks on Property-Preserving Encrypted Databases,http://dl.acm.org/citation.cfm?doid=2810103.2813652,CCS,2015,No,Used,2004 HCUP/NIS database,Yes,No,www.hcup- us.ahrq.gov/databases.jsp,Industry,PopulationEnumeration
,Muwei,Inference Attacks on Property-Preserving Encrypted Databases,http://dl.acm.org/citation.cfm?doid=2810103.2813653,CCS,2015,No,Used,Statewide Plan- ning and Research Cooperative System (SPARCS) Inpatient data from the state of New York,Yes,No,https://health.data.ny.gov/Health/Hospital- Inpatient- Discharges- SPARCS- De- Identified/u4ud- w55t,Industry,PopulationEnumeration
,Muwei,Observing and Preventing Leakage in MapReduce,http://dl.acm.org/citation.cfm?doid=2810103.2813695,CCS,2015,No,Used,U.S. 1990 Census Sample,Yes,No,https://archive.ics.uci.edu/ml/datasets.html,Industry,PopulationEnumeration
,Muwei,Observing and Preventing Leakage in MapReduce,http://dl.acm.org/citation.cfm?doid=2810103.2813695,CCS,2015,No,Used,New York 2013 Taxi Rides,Yes,No,http://www.andresmh.com/nyctaxitrips/,Industry,PopulationEnumeration
,Muwei,Internet Jones and the Raiders of the Lost Trackers: An Archaeological Study of Web Tracking from 1996 to 2016',https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/lerner,USENIX,2016,No,Used,Wayback Machine,Yes,No,https://archive.org,Industry,PopulationEnumeration
,Muwei,Reassembleable Disassembling,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/wang-shuai,USENIX,2015,No,Used,"The first set, referred to as COREUTILS, is the entire GNU core utilities including 103 utility programs for file, shell, and text manipula- tion",Yes,No,http://www.gnu.org/software/coreutils/coreutils.html,Industry,PopulationEnumeration
,Muwei,Finding Unknown Malice in 10 Seconds: Mass Vetting for New Threats at the Google-Play Scale,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/chen-kai,USENIX,2015,No,Used,"We collected 1.2 million apps from 33 Android markets, including over 400,000 from Google Play, 596,437 from 28 app stores in China, 61,866 from European stores and 27,047 from other US stores",Yes,No,/,Industry,PopulationEnumeration
,Muwei,To Pin or Not to Pin‰ÛÓHelping App Developers Bullet Proof Their TLS Connections,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-oltrogge.pdf,USENIX,2015,No,Used,"apps from Google Play. 639,283 Android applications we down- loaded from Google Play in October 2014",Yes,No,/https://play.google.com/store,Industry,PopulationEnumeration
,Muwei,De-anonymizing Programmers via Code Stylometry,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-caliskan-islam.pdf,USENIX,2015,No,Used,"source code of solutions to programming tasks from the international programming competition Google Code Jam (GCJ), made public in 2008",Yes,No,hhtps://code.google.com/codejam,Industry,PopulationEnumeration
,Muwei,Trends and Lessons from Three Years Fighting Malicious Extensions,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/jagpal,USENIX,2015,No,Used,"Our evaluation dataset consists of 99,818 extensions scored by WebEval between January 2012‰ÛÒ2015",Yes,No,https://www.one45.com/products/webeval/,Industry,PopulationEnumeration
,Hannah,Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,Used,"Alexa Top Host Probing Apr 2011 ‰ÛÒ Dec 2013 10,000 servers probed twice/month",No,No,http://www.alexa.com/topsites,Industry,PopulationEnumeration
,Hannah,Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,Used,"Google IPv6 Client Adoption Sep 2008 ‰ÛÒ Dec 2013 millions of daily global samples,",Yes,No,https://www.google.com/intl/en/ipv6/statistics.html,Industry,PopulationEnumeration
,Hannah,Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,Used," Verisign TLD Zone Files Apr 2007 ‰ÛÒ Jan 2014 daily snapshots of‰äö2.5 million A+AAAA glue records (.com & .net), ",Yes,No,\,Industry,PopulationEnumeration
,Hannah,Remote Detection of Bottleneck Links Using Spectral and Statistical Methods,https://www.isi.edu/~johnh/PAPERS/He09a.pdf,Computer Networks V 53 (N. 3),2009,No,Used,"Iperf to generate TCP and UDP packet streams, which mimic TCP file downloads or UDP CBR traffic",No,No,\,Research,Regular Network/Behavior Data
,Hannah,Predicting Users‰Ûª Motivations behind Location Check-Ins and Utility Implications of Privacy Protection Mechanisms,http://www.shokri.org/files/Shokri-NDSS2015.pdf,NDSS,2015,No,Used,Participants‰Ûª actual check-ins on Foursquare posted over the last 24 months,No,No,\,Research,Regular Network/Behavior Data
,Hannah,Limiting the Impact of Stealthy Attacks on Industrial Control Systems,https://dl.acm.org/authorize.cfm?key=N14326,CCS,2016,No,Used,Network data collected from an operational large-scale Supervisory Control and Data Acquisition (SCADA) system that manages more than 100 Programmable Logic Controllers,No,No,\,Industry,Regular Network/Behavior Data
,Hannah,What Else is Revealed by Order-Revealing Encryption?,https://dl.acm.org/authorize.cfm?key=N14321,CCS,2016,No,Used,real geographic datasets Cal,Yes,No,http://www.cs.utah.edu/~lifeifei/SpatialDataset.htm,Industry,Regular Network/Behavior Data
,Hannah,What Else is Revealed by Order-Revealing Encryption?,https://dl.acm.org/authorize.cfm?key=N14321,CCS,2016,No,Used,real geographic dataset SpitzLoc,Yes,No,\,Industry,Regular Network/Behavior Data
,Hannah,What Else is Revealed by Order-Revealing Encryption?,https://dl.acm.org/authorize.cfm?key=N14321,CCS,2016,No,Used,one real time-stamp dataset SpitzTime,Yes,No,http://www.zeit.de/datenschutz/malte-spitz-data-retention,Industry,Regular Network/Behavior Data
,Hannah,EpicRec: Towards Practical Differentially Private Framework for Personalized Recommendation,https://dl.acm.org/authorize.cfm?key=N14355,CCS,2016,No,Used,metadata from the public ‰ÛÏMy API Films‰Ûù website,Yes,No,http://www.myapifilms.com/index.jsp,Industry,Regular Network/Behavior Data
,Hannah,Heavy Hitter Estimation over Set-Valued Data with Local Differential Privacy,https://dl.acm.org/authorize.cfm?key=N14356,CCS,2016,No,Used,AOL keyword search log,Yes,No,\,Industry,Regular Network/Behavior Data
,Hannah,Heavy Hitter Estimation over Set-Valued Data with Local Differential Privacy,https://dl.acm.org/authorize.cfm?key=N14356,CCS,2016,No,Used, Kosarak click stream datasets,Yes,No,\,Industry,Regular Network/Behavior Data
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,"per-flow logs from a vantage point monitoring traffic of about 25,000 residential ADSL customers of a major European ISP,",Yes,No,\,Research,Regular Network/Behavior Data
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,"large European IXP interconnecting more than 490 networks, exchanging more than 400 PB monthly,",Yes,No,\,Research,Regular Network/Behavior Data
,Hannah,"Lost in Space: Improving Inference ofIPv4 Address Space Utilization",http://www.caida.org/publications/papers/2014/lost_in_space/lost_in_space.pdf,N/A,2014,No,Used,"unsampled NetFlow records from all the border routers of SWITCH,",Yes,No,http://www.switch.ch/,Industry,Regular Network/Behavior Data
,Hannah,Evidence of spatial embedding in the IPv4 router-level Internet network,https://arxiv.org/pdf/1410.3340v1.pdf,N/A,2014,No,Used,geolocation acquired from the MaxMind Geolite database for a subset of the routers to varying levels of precision ,Yes,No,\,Industry,Regular Network/Behavior Data
,Hannah,"Twice the Bits, Twice the Trouble: Vulnerabilities Induced by Migrating to 64-Bit Platforms",https://dl.acm.org/authorize.cfm?key=N14374,CCS,2016,No,Used,200 popular open-source projects hosted on GitHub,Yes,No,\,Industry,Regular Network/Behavior Data
,Hannah,Spectral Fractal Dimension Trajectory to Measure Cognitive Complexity of Malicious DNS Traffic,http://worldcomp-proceedings.com/proc/p2016/SAM3798.pdf,SAM,2016,No,Used,Data set from our experiment in which a PCAP file is captured from a lab computer which is being used for browsing and software development for the cyber security project,No,No,\,Research,Regular Network/Behavior Data
,Hannah,Deep Learning with Differential Privacy,https://dl.acm.org/authorize.cfm?key=N14365,CCS,2016,No,Used,The  popular image datasets: CIFAR-10,"Yes",No,\,Industry,Regular Network/Behavior Data
,Hannah,Deep Learning with Differential Privacy,https://dl.acm.org/authorize.cfm?key=N14365,CCS,2016,No,Used,"The  popular image datasets: MNIST","Yes",No,\,Industry,Regular Network/Behavior Data
,Hannah,TaintART: A Practical Multi-level Information-Flow Tracking System for Android RunTime,https://dl.acm.org/authorize.cfm?key=N14367,CCS,2016,No,Used,"Test  popular  apps  in  the ‰ÛÏtop  chart‰Ûù  downloaded  from  the Google official market (Google Play) in May 2016, ",Yes,No,\,Industry,Regular Network/Behavior Data
,Hannah,Measuring IPv6 Adoption,http://web.engr.illinois.edu/~mdbailey/publications/sigcomm14_ipv6.pdf,SIGCOMM,2014,Yes,Used,"Arbor Networks ISP Traffic Data Mar 2010 ‰ÛÒ Dec 2013‰äö33-50% of global Internet traffic; 2013 daily median: 50 terabits/sec (avg.),",No,No,\,Industry,Regular Network/Behavior Data
,Hannah,Scalable Graph-based Bug Search for Firmware Images,https://dl.acm.org/authorize.cfm?key=N14379,CCS,2016,No,Used,public dataset based upon two publicly-available firmware images ,Yes,No,"ftp://ftp.dd-wrt.com/others/eko/BrainSlayer-V24-preSP2/2013/05-27-2013-r21676/senao-eoc5610/linux.bin , http://www.downloads.netgear.com/files/GDC/READYNAS-100/ReadyNASOS-6.1.6-arm.zip ",Industry,Regular Network/Behavior Data
,Muwei,Towards Detecting Anomalous User Behavior in Online Social Networks,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,USENIX,2014,No,Used,"Yelp dataset consists of all 92,725 Yelp reviewers in the San Francisco area",No,No,/,Industry,Regular Network/Behavior Data
,Muwei,Towards Detecting Anomalous User Behavior in Online Social Networks,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,USENIX,2014,No,Used,Twitter dataset consists of a random sample of 100K out of the 19M Twitter users who joined before August 2009,No,No,/,Industry,Regular Network/Behavior Data
,Muwei,Evilcohort: detecting communities of malicious accounts on online services,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-stringhini.pdf,USENIX,2015,Yes,Used,"this dataset contains 1.2 billion email- sending events, generated by an average of 25 million accounts per day. This data was collected according to the webmail provider‰Ûªs terms of service, and was only ac- cessed on their premises by a company‰Ûªs employee.",No,No,/,Industry,Regular Network/Behavior Data
,Muwei,Evilcohort: detecting communities of malicious accounts on online services,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-stringhini.pdf,USENIX,2015,Yes,Used,"Our second dataset is composed of login events col- lected from four different OSNs, spanning a period of 8 days.",No,No,/,Industry,Regular Network/Behavior Data
,Muwei,EASEAndroid: Automatic Policy Analysis and Refinement for Security Enhanced Android via Large-Scale Semi-Supervised Learning,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/wang-ruowen,USENIX,2015,No,Used,We make use of 1.3 mil- lion audit logs over the entire 2014 from real-world de- vices running Android 4.3,No,No,/,Industry,Regular Network/Behavior Data
,Hannah,What Else is Revealed by Order-Revealing Encryption?,https://dl.acm.org/authorize.cfm?key=N14321,CCS,2016,No,Used,one synthetic geographic distribution Globe,Yes,No,\,Research,Synthetic Data
,Hannah,Detection of Low-Rate Attacks in Computer Networks,http://www.isi.edu/~johnh/PAPERS/Thatte08a.pdf,IEEE Global Internet Symposium 2008,2008,Yes,Used,Real Internet traces,Yes,Yes                DS-049,\,Industry,Synthetic Data
,Hannah,A polyscale autonomous sliding window for cognitive machine classification of malicious Internet traffic,https://www.researchgate.net/publication/293695267_A_polyscale_autonomous_sliding_window_for_cognitive_machine_classification_of_malicious_Internet_traffic,SAM,2015,No,Used,PREDICT ID USC-Lander/ DoS_DNS_amplification-20130617 (2013-06-17) to (2013-06-17),Yes,Yes               PREDICT ID USC-Lander,\,Industry,Synthetic Data
,Hannah,A Cognitive Multifractal Approach to Characterize Complexity of Non-Stationary and Malicious DNS Data Traffic Using Adaptive Sliding Window ,https://www.computer.org/csdl/proceedings/icci*cc/2015/7290/00/07259368.pdf,IEEE on Congnitive Computing,2015,No,Used,PREDICT ID USC-Lander! DoS_DNS_amplification-20130617 ,Yes,Yes               PREDICT ID USC-Lander,\,Industry,Synthetic Data
,Hannah,DPSense: Differentially Private Crowdsourced Spectrum Sensing,https://dl.acm.org/authorize.cfm?key=N14354,CCS,2016,No,Used,extracting the traces from the center of Rome from CRAWDAD dataset roma/taxi,No,No,http://crawdad.org/roma/taxi/20140717 (original dataset),Industry,Topology/ScanData
,Hannah,High Fidelity Data Reduction for Big Data Security Dependency Analyses,https://dl.acm.org/authorize.cfm?key=N14371,CCS,2016,No,Used,Data logs collected from more than 30 machines with various server models and operating systems,No,No,\,Industry,Topology/ScanData
,Hannah,On Measuring the Geographic Diversity of Internet Routes,https://arxiv.org/pdf/1601.01116v1.pdf,N/A,2016,No,Used,Traceroute dataset from IPlane,No,No,\,Industry,Topology/ScanData
,Hannah,Analyzing Forged SSL Certificates in the Wild,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6956558,SP,2014,No,Used,"3,447,719 real world SSL connections",No,No,\,Industry,Topology/ScanData
,Hannah,The Internet Motion Sensor: A Distributed Blackhole Monitoring System,http://web.eecs.umich.edu/~farnam/pubs/2005-bc-ndss.pdf,NDSS 2005,2005,No,Used,"One-week period of measurement, the IMS system observed over 286,000 unique IP addresses displaying the characteristics  of  Blaster  activity (Basically lots of their scans of their sensors from different date ranges were used)",No,No,\,Research,Topology/ScanData
,Hannah,SmartWalk: Enhancing Social Network Security via Adaptive Random Walks,https://dl.acm.org/authorize.cfm?key=N14370,CCS,2016,No,Used,10 various large-scale real-world social network topologies  that  mainly  come  from  the  Stanford  Large  Network Dataset  Collection ,Yes,No,http://snap.stanford.edu/data,Industry,Topology/ScanData
