Paper, URL, Conference, Year
"InteGuard: Toward Automatic Protection of Third-Party Web Service Integrations.",http://internetsociety.org/doc/integuard-toward-automatic-protection-third-party-web-service-integrations,ndss,2013
"Tailing RFID Tags for Clone Detection.",http://internetsociety.org/doc/tailing-rfid-tags-clone-detection,ndss,2013
"NEIGHBORWATCHER: A Content-Agnostic Comment Spam Inference System.",http://internetsociety.org/doc/neighborwatcher-content-agnostic-comment-spam-inference-system,ndss,2013
"Intention and Origination: An Inside Look at Large-Scale Bot Queries.",http://internetsociety.org/doc/intention-and-origination-inside-look-large-scale-bot-queries,ndss,2013
"TransBlocker: Transforming and Taming Privacy-Breaching Android Applications.",http://internetsociety.org/doc/transblocker-transforming-and-taming-privacy-breaching-android-applications,ndss,2013
"Detecting Passive Content Leaks and Pollution in Android Applications.",http://internetsociety.org/doc/detecting-passive-content-leaks-and-pollution-android-applications,ndss,2013
"Lucky Thirteen: Breaking the TLS and DTLS Record Protocols.",http://dx.doi.org/10.1109/SP.2013.42,sp,2013
"SoK: The Evolution of Sybil Defense via Social Networks.",http://dx.doi.org/10.1109/SP.2013.33,sp,2013
"Efficient Garbling from a Fixed-Key Blockcipher.",http://dx.doi.org/10.1109/SP.2013.39,sp,2013
"Implementing TLS with Verified Cryptographic Security.",http://dx.doi.org/10.1109/SP.2013.37,sp,2013
"Trawling for Tor Hidden Services: Detection, Measurement, Deanonymization.",http://dx.doi.org/10.1109/SP.2013.15,sp,2013
"SoK: SSL and HTTPS: Revisiting Past Challenges and Evaluating Certificate Trust Model Enhancements.",http://dx.doi.org/10.1109/SP.2013.41,sp,2013
"Caveat Coercitor: Coercion-Evidence in Electronic Voting.",http://dx.doi.org/10.1109/SP.2013.32,sp,2013
"Declarative, Temporal, and Practical Programming with Capabilities.",http://dx.doi.org/10.1109/SP.2013.11,sp,2013
"The Parrot Is Dead: Observing Unobservable Network Communications.",http://dx.doi.org/10.1109/SP.2013.14,sp,2013
"All Your IFCException Are Belong to Us.",http://dx.doi.org/10.1109/SP.2013.10,sp,2013
"Practical Timing Side Channel Attacks against Kernel Space ASLR.",http://dx.doi.org/10.1109/SP.2013.23,sp,2013
"A Scanner Darkly: Protecting User Privacy from Perceptual Applications.",http://dx.doi.org/10.1109/SP.2013.31,sp,2013
"The Crossfire Attack.",http://dx.doi.org/10.1109/SP.2013.19,sp,2013
"Ghost Talk: Mitigating EMI Signal Injection Attacks against Analog Sensors.",http://dx.doi.org/10.1109/SP.2013.20,sp,2013
"Anon-Pass: Practical Anonymous Subscriptions.",http://dx.doi.org/10.1109/SP.2013.29,sp,2013
"Finding the Linchpins of the Dark Web: a Study on Topologically Dedicated Hosts on Malicious Web Infrastructures.",http://dx.doi.org/10.1109/SP.2013.18,sp,2013
"Zerocoin: Anonymous Distributed E-Cash from Bitcoin.",http://dx.doi.org/10.1109/SP.2013.34,sp,2013
"Welcome to the Entropics: Boot-Time Entropy in Embedded Devices.",http://dx.doi.org/10.1109/SP.2013.46,sp,2013
"seL4: From General Purpose to a Proof of Information Flow Enforcement.",http://dx.doi.org/10.1109/SP.2013.35,sp,2013
"Cookieless Monster: Exploring the Ecosystem of Web-Based Device Fingerprinting.",http://dx.doi.org/10.1109/SP.2013.43,sp,2013
"Privacy-Preserving Ridge Regression on Hundreds of Millions of Records.",http://dx.doi.org/10.1109/SP.2013.30,sp,2013
"PrivExec: Private Execution as an Operating System Service.",http://dx.doi.org/10.1109/SP.2013.24,sp,2013
"Pinocchio: Nearly Practical Verifiable Computation.",http://dx.doi.org/10.1109/SP.2013.47,sp,2013
"An Ideal-Security Protocol for Order-Preserving Encoding.",http://dx.doi.org/10.1109/SP.2013.38,sp,2013
"SoK: Secure Data Deletion.",http://dx.doi.org/10.1109/SP.2013.28,sp,2013
"SoK: P2PWNED - Modeling and Evaluating the Resilience of Peer-to-Peer Botnets.",http://dx.doi.org/10.1109/SP.2013.17,sp,2013
"PUFs in Security Protocols: Attack Models and Security Evaluations.",http://dx.doi.org/10.1109/SP.2013.27,sp,2013
"Ally Friendly Jamming: How to Jam Your Enemy and Maintain Your Own Wireless Connectivity at the Same Time.",http://dx.doi.org/10.1109/SP.2013.22,sp,2013
"Just-In-Time Code Reuse: On the Effectiveness of Fine-Grained Address Space Layout Randomization.",http://dx.doi.org/10.1109/SP.2013.45,sp,2013
"ObliviStore: High Performance Oblivious Cloud Storage.",http://dx.doi.org/10.1109/SP.2013.25,sp,2013
"SoK: Eternal War in Memory.",http://dx.doi.org/10.1109/SP.2013.13,sp,2013
"On Limitations of Friendly Jamming for Confidentiality.",http://dx.doi.org/10.1109/SP.2013.21,sp,2013
"Towards Practical Reactive Security Audit Using Extended Static Checkers.",http://dx.doi.org/10.1109/SP.2013.12,sp,2013
"Design, Implementation and Verification of an eXtensible and Modular Hypervisor Framework.",http://dx.doi.org/10.1109/SP.2013.36,sp,2013
"A Hybrid Architecture for Interactive Verifiable Computation.",http://dx.doi.org/10.1109/SP.2013.48,sp,2013
"Hiding Information in Flash Memory.",http://dx.doi.org/10.1109/SP.2013.26,sp,2013
"Circuit Structures for Improving Efficiency of Security and Privacy Tools.",http://dx.doi.org/10.1109/SP.2013.40,sp,2013
"Practical Control Flow Integrity and Randomization for Binary Executables.",http://dx.doi.org/10.1109/SP.2013.44,sp,2013
"MalwareLab: Experimentation with Cybercrime Attack Tools.",https://www.usenix.org/conference/cset13/workshop-program/presentation/allodi,usscset,2013
"Internet Measurements and Public Policy: Mind the Gap.",https://www.usenix.org/conference/cset13/workshop-program/presentation/asghari,usscset,2013
"MINESTRONE: Testing the SOUP.",https://www.usenix.org/conference/cset13/workshop-program/presentation/benameur,usscset,2013
"Generation of SSH Network Traffic Data for IDS Testbeds.",https://www.usenix.org/conference/cset13/workshop-program/presentation/djidjev,usscset,2013
"OCTANE (Open Car Testbed and Network Experiments): Bringing Cyber-Physical Security Research to Researchers and Students.",https://www.usenix.org/conference/cset13/workshop-program/presentation/everett,usscset,2013
"Valuing Security by Getting [d0x3d!]: Experiences with a Network Security Board Game.",https://www.usenix.org/conference/cset13/workshop-program/presentation/gondree,usscset,2013
"BugBox: A Vulnerability Corpus for PHP Web Applications.",https://www.usenix.org/conference/cset13/workshop-program/presentation/nilson,usscset,2013
"Bridging the Data Gap: Data Related Challenges in Evaluating Large Scale Collaborative Security Systems.",https://www.usenix.org/conference/cset13/workshop-program/presentation/sonchack,usscset,2013
"RTRlib: An Open-Source Library in C for RPKI-based Prefix Origin Validation.",https://www.usenix.org/conference/cset13/workshop-program/presentation/w%C3%A4hlisch,usscset,2013
"Accumulators and U-Prove Revocation.",http://dx.doi.org/10.1007/978-3-642-39884-1_15,fc,2013
"How to Attack Two-Factor Authentication Internet Banking.",http://dx.doi.org/10.1007/978-3-642-39884-1_27,fc,2013
"Securely Solving Simple Combinatorial Graph Problems.",http://dx.doi.org/10.1007/978-3-642-39884-1_21,fc,2013
"Evaluating User Privacy in Bitcoin.",http://dx.doi.org/10.1007/978-3-642-39884-1_4,fc,2013
"'Give Me Letters 2, 3 and 6!': Partial Password Implementations and Attacks.",http://dx.doi.org/10.1007/978-3-642-39884-1_11,fc,2013
"Interdependent Privacy: Let Me Share Your Data.",http://dx.doi.org/10.1007/978-3-642-39884-1_29,fc,2013
"Towards a Publicly-Verifiable Mix-Net Providing Everlasting Privacy.",http://dx.doi.org/10.1007/978-3-642-39884-1_16,fc,2013
"Avoiding Theoretical Optimality to Efficiently and Privately Retrieve Security Updates.",http://dx.doi.org/10.1007/978-3-642-39884-1_33,fc,2013
"Securing Anonymous Communication Channels under the Selective DoS Attack.",http://dx.doi.org/10.1007/978-3-642-39884-1_31,fc,2013
"The Importance of Being Earnest [In Security Warnings].",http://dx.doi.org/10.1007/978-3-642-39884-1_5,fc,2013
"Risks of Offline Verify PIN on Contactless Cards.",http://dx.doi.org/10.1007/978-3-642-39884-1_26,fc,2013
"Hey, You, Get Off of My Clipboard - On How Usability Trumps Security in Android Password Managers.",http://dx.doi.org/10.1007/978-3-642-39884-1_12,fc,2013
"Unique Ring Signatures: A Practical Construction.",http://dx.doi.org/10.1007/978-3-642-39884-1_13,fc,2013
"Exploring Extrinsic Motivation for Better Security: A Usability Study of Scoring-Enhanced Device Pairing.",http://dx.doi.org/10.1007/978-3-642-39884-1_6,fc,2013
"Unconditionally-Secure Robust Secret Sharing with Minimum Share Size.",http://dx.doi.org/10.1007/978-3-642-39884-1_9,fc,2013
"A Scalable Scheme for Privacy-Preserving Aggregation of Time-Series Data.",http://dx.doi.org/10.1007/978-3-642-39884-1_10,fc,2013
"Parallel and Dynamic Searchable Symmetric Encryption.",http://dx.doi.org/10.1007/978-3-642-39884-1_22,fc,2013
"CAge: Taming Certificate Authorities by Inferring Restricted Scopes.",http://dx.doi.org/10.1007/978-3-642-39884-1_28,fc,2013
"RelationGram: Tie-Strength Visualization for User-Controlled Online Identity Authentication.",http://dx.doi.org/10.1007/978-3-642-39884-1_7,fc,2013
"Aggregating CL-Signatures Revisited: Extended Functionality and Better Efficiency.",http://dx.doi.org/10.1007/978-3-642-39884-1_14,fc,2013
"Mitigating Smart Card Fault Injection with Link-Time Code Rewriting: A Feasibility Study.",http://dx.doi.org/10.1007/978-3-642-39884-1_19,fc,2013
"PIRMAP: Efficient Private Information Retrieval for MapReduce.",http://dx.doi.org/10.1007/978-3-642-39884-1_32,fc,2013
"Beware the Middleman: Empirical Analysis of Bitcoin-Exchange Risk.",http://dx.doi.org/10.1007/978-3-642-39884-1_3,fc,2013
"Stark - Tamperproof Authentication to Resist Keylogging.",http://dx.doi.org/10.1007/978-3-642-39884-1_25,fc,2013
"Quantitative Analysis of the Full Bitcoin Transaction Graph.",http://dx.doi.org/10.1007/978-3-642-39884-1_2,fc,2013
"A Secure Submission System for Online Whistleblowing Platforms.",http://dx.doi.org/10.1007/978-3-642-39884-1_30,fc,2013
"P4R: Privacy-Preserving Pre-Payments with Refunds for Transportation Systems.",http://dx.doi.org/10.1007/978-3-642-39884-1_17,fc,2013
"Can Nature Help Us Solve Risk Management Issues?",http://dx.doi.org/10.1007/978-3-642-39884-1_1,fc,2013
"Coupon Collector's Problem for Fault Analysis against AES - High Tolerance for Noisy Fault Injections.",http://dx.doi.org/10.1007/978-3-642-39884-1_18,fc,2013
"GMW vs. Yao? Efficient Secure Two-Party Computation with Low Depth Circuits.",http://dx.doi.org/10.1007/978-3-642-39884-1_23,fc,2013
"Practical Fully Simulatable Oblivious Transfer with Sublinear Communication.",http://dx.doi.org/10.1007/978-3-642-39884-1_8,fc,2013
"On the Need of Physical Security for Small Embedded Devices: A Case Study with COMP128-1 Implementations in SIM Cards.",http://dx.doi.org/10.1007/978-3-642-39884-1_20,fc,2013
