Paper, URL, Conference, Year
"zxcvbn: Low-Budget Password Strength Estimation.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/wheeler,uss,2016
"Identifying and Characterizing Sybils in the Tor Network.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/winter,uss,2016
"One Bit Flips, One Cloud Flops: Cross-VM Row Hammer Attacks and Privilege Escalation.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/xiao,uss,2016
"Virtual U: Defeating Face Liveness Detection by Building Virtual Models from Your Public Photos.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/xu,uss,2016
"APISan: Sanitizing API Usages through Semantic Cross-Checking.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/yun,uss,2016
"All Your Queries Are Belong to Us: The Power of File-Injection Attacks on Searchable Encryption.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/zhang,uss,2016
"The Cut-and-Choose Game and Its Application to Cryptographic Protocols.",https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/zhu,uss,2016
"Who Are You? A Statistical Approach to Measuring User Authenticity.",http://www.internetsociety.org/sites/default/files/blogs-media/who-are-you-statistical-approach-measuring-user-authenticity.pdf,ndss,2016
"Going Native: Using a Large-Scale Analysis of Android Apps to Create a Practical Native-Code Sandboxing Policy.",http://www.internetsociety.org/sites/default/files/blogs-media/going-native-large-scale-analysis-android-apps-practical-native-code-sandboxing-policy.pdf,ndss,2016
"SKEE: A lightweight Secure Kernel-level Execution Environment for ARM.",http://www.internetsociety.org/sites/default/files/blogs-media/skee-lightweight-secure-kernel-level-execution-environment-for-arm.pdf,ndss,2016
": SIBRA: Scalable Internet Bandwidth Reservation Architecture.",http://www.internetsociety.org/sites/default/files/blogs-media/sibra-scalable-internet-bandwidth-reservation-architecture.pdf,ndss,2016
"Transcript Collision Attacks: Breaking Authentication in TLS, IKE and SSH.",https://www.internetsociety.org/sites/default/files/blogs-media/transcript-collision-attacks-breaking-authentication-tls-ike-ssh.pdf,ndss,2016
"Equihash: Asymmetric Proof-of-Work Based on the Generalized Birthday Problem.",http://www.internetsociety.org/sites/default/files/blogs-media/equihash-asymmetric-proof-of-work-based-generalized-birthday-problem.pdf,ndss,2016
"Differentially Private Password Frequency Lists.",http://www.internetsociety.org/sites/default/files/blogs-media/differentially-private-password-frequency-lists.pdf,ndss,2016
"Protecting C++ Dynamic Dispatch Through VTable Interleaving.",http://www.internetsociety.org/sites/default/files/blogs-media/protecting-cpp-dynamic-dispatch-through-vtable-interleaving.pdf,ndss,2016
"Leakage-Resilient Layout Randomization for Mobile Devices.",http://www.internetsociety.org/sites/default/files/blogs-media/leakage-resilient-layout-randomization-mobile-devices.pdf,ndss,2016
"CrossFire: An Analysis of Firefox Extension-Reuse Vulnerabilities.",http://www.internetsociety.org/sites/default/files/blogs-media/crossfire-analysis-firefox-extension-reuse-vulnerabilities.pdf,ndss,2016
"Extract Me If You Can: Abusing PDF Parsers in Malware Detectors.",http://www.internetsociety.org/sites/default/files/blogs-media/extract-me-if-you-can-abusing-pdf-parsers-malware-detectors.pdf,ndss,2016
"Killed by Proxy: Analyzing Client-end TLS Interce.",http://www.internetsociety.org/sites/default/files/blogs-media/killed-proxy-analyzing-client-end-tls-interception-software.pdf,ndss,2016
"Towards Automated Dynamic Analysis for Linux-based Embedded Firmware.",http://www.internetsociety.org/sites/default/files/blogs-media/towards-automated-dynamic-analysis-linux-based-embedded-firmware.pdf,ndss,2016
"Forwarding-Loop Attacks in Content Delivery Networks.",http://www.internetsociety.org/sites/default/files/blogs-media/forwarding-loop-attacks-content-delivery-networks.pdf,ndss,2016
"Don't Forget to Lock the Back Door! A Characterization of IPv6 Network Security Policy.",https://www.internetsociety.org/sites/default/files/blogs-media/dont-forget-lock-back-door-characterization-ipv6-network-security-policy.pdf,ndss,2016
"Centrally Banked Cryptocurrencies.",http://www.internetsociety.org/sites/default/files/blogs-media/centrally-banked-cryptocurrencies.pdf,ndss,2016
"Tracking Mobile Web Users Through Motion Sensors: Attacks and Defenses.",http://www.internetsociety.org/sites/default/files/blogs-media/tracking-mobile-web-users-through-motion-sensors-attacks-defenses.pdf,ndss,2016
"Free for All! Assessing User Data Exposure to Advertising Libraries on Android.",http://www.internetsociety.org/sites/default/files/blogs-media/free-for-all-assessing-user-data-exposure-advertising-libraries-android.pdf,ndss,2016
"discovRE: Efficient Cross-Architecture Identification of Bugs in Binary Code.",http://www.internetsociety.org/sites/default/files/blogs-media/discovre-efficient-cross-architecture-identification-bugs-binary-code.pdf,ndss,2016
"Who's in Control of Your Control System? Device Fingerprinting for Cyber-Physical Systems.",http://www.internetsociety.org/sites/default/files/blogs-media/who-control-your-control-system-device-fingerprinting-cyber-physical-systems.pdf,ndss,2016
"A Simple Generic Attack on Text Captchas.",http://www.internetsociety.org/sites/default/files/blogs-media/simple-generic-attack-text-captchas.pdf,ndss,2016
"Enabling Client-Side Crash-Resistance to Overcome Diversification and Information Hiding.",http://www.internetsociety.org/sites/default/files/blogs-media/enabling-client-side-crash-resistance-overcome-diversification-information-hiding.pdf,ndss,2016
"CDN-on-Demand: An affordable DDoS Defense via Untrusted Clouds.",http://www.internetsociety.org/sites/default/files/blogs-media/cdn-on-demand-affordable-ddos-defense-via-untrusted-clouds.pdf,ndss,2016
"Keynote: On Subverting Trust.",http://www.internetsociety.org/doc/ndss-2016-keynote-subverting-trust,ndss,2016
"TLS in the Wild: An Internet-wide Analysis of TLS-based Protocols for Electronic Communication.",http://www.internetsociety.org/sites/default/files/blogs-media/tls-wild-internet-wide-analysis-tls-based-protocols-electronic-communication.pdf,ndss,2016
"Towards SDN-Defined Programmable BYOD (Bring Your Own Device) Security.",http://www.internetsociety.org/sites/default/files/blogs-media/towards-sdn-defined-programmable-bring-your-own-device-security.pdf,ndss,2016
"Pitfalls in Designing Zero-Effort Deauthentication: Opportunistic Human Observation Attacks.",http://www.internetsociety.org/sites/default/files/blogs-media/pitfalls-designing-zero-effort-deauthentication-opportunistic-human-observation-attacks.pdf,ndss,2016
"OpenSGX: An Open Platform for SGX Research.",http://www.internetsociety.org/sites/default/files/blogs-media/opensgx-open-platform-sgx-research.pdf,ndss,2016
"SPIFFY: Inducing Cost-Detectability Tradeoffs for Persistent Link-Flooding Attacks.",http://www.internetsociety.org/sites/default/files/blogs-media/spiffy-inducing-cost-detectability-tradeoffs-persistent-link-flooding-attacks.pdf,ndss,2016
"Do You See What I See? Differential Treatment of Anonymous Users.",http://www.internetsociety.org/sites/default/files/blogs-media/do-you-see-what-i-see-differential-treatment-anonymous-users.pdf,ndss,2016
"You are a Game Bot!: Uncovering Game Bots in MMORPGs via Self-similarity in the Wild.",https://www.internetsociety.org/sites/default/files/blogs-media/you-are-game-bot-uncovering-game-bots-mmorpgs-via-self-similarity-wild.pdf,ndss,2016
"LinkMirage: Enabling Privacy-preserving Analytics on Social Relationships.",http://www.internetsociety.org/sites/default/files/blogs-media/linkmirage-enabling-privacy-preserving-analytics-social-relationships.pdf,ndss,2016
"Dependence Makes You Vulnberable: Differential Privacy Under Dependent Tuples.",http://www.internetsociety.org/sites/default/files/blogs-media/dependence-makes-you-vulnerable-differential-privacy-under-dependent-tuples.pdf,ndss,2016
"How to Make ASLR Win the Clone Wars: Runtime Re-Randomization.",http://www.internetsociety.org/sites/default/files/blogs-media/how-make-aslr-win-clone-wars-runtime-re-randomization.pdf,ndss,2016
"ProTracer: Towards Practical Provenance Tracing by Alternating Between Logging and Tainting.",http://www.internetsociety.org/sites/default/files/blogs-media/protracer-towards-practical-provenance-tracing-alternating-logging-tainting.pdf,ndss,2016
"Attacking the Network Time Protocol.",http://www.internetsociety.org/sites/default/files/blogs-media/attacking-network-time-protocol.pdf,ndss,2016
"Efficient Private Statistics with Succinct Sketches.",http://www.internetsociety.org/sites/default/files/blogs-media/efficient-private-statistics-with-succinct-sketches.pdf,ndss,2016
"The Price of Free: Privacy Leakage in Personalized Mobile In-Apps Ads.",http://www.internetsociety.org/sites/default/files/blogs-media/price-of-free-privacy-leakage-personalized-mobile-in-app-ads.pdf,ndss,2016
"Measuring and Mitigating AS-level Adversaries Against Tor.",http://www.internetsociety.org/sites/default/files/blogs-media/measuring-mitigating-as-level-adversaries-against-tor.pdf,ndss,2016
"Website Fingerprinting at Internet Scale.",http://www.internetsociety.org/sites/default/files/blogs-media/website-fingerprinting-internet-scale.pdf,ndss,2016
"It's Free for a Reason: Exploring the Ecosystem of Free Live Streaming Services.",http://www.internetsociety.org/sites/default/files/blogs-media/free-reason-exploring-ecosystem-free-live-streaming-services.pdf,ndss,2016
"Harvesting Runtime Values in Android Applications That Feature Anti-Analysis Techniques.",http://www.internetsociety.org/sites/default/files/blogs-media/harvesting-runtime-values-android-applications-feature-anti-analysis-techniques.pdf,ndss,2016
"Are these Ads Safe: Detecting Hidden Attacks through the Mobile App-Web Interfaces.",http://www.internetsociety.org/sites/default/files/blogs-media/ads-safe-detecting-hidden-attacks-through-mobile-app-web-interfaces.pdf,ndss,2016
"FLEXDROID: Enforcing In-App Privilege Separation in Android.",http://www.internetsociety.org/sites/default/files/blogs-media/flexdroid-enforcing-in-app-privilege-separation-android.pdf,ndss,2016
"Practical Attacks Against Privacy and Availability in 4G/LTE Mobile Communication Systems.",http://www.internetsociety.org/sites/default/files/blogs-media/practical-attacks-against-privacy-availability-4g-lte-mobile-communication-systems.pdf,ndss,2016
"Kratos: Discovering Inconsistent Security Policy Enforcement in the Android Framework.",http://www.internetsociety.org/sites/default/files/blogs-media/kratos-discovering-inconsistent-security-policy-enforcement-android-framework_0.pdf,ndss,2016
"When a Tree Falls: Using Diversity in Ensemble Classifiers to Identify Evasion in Malware Detectors.",http://www.internetsociety.org/sites/default/files/blogs-media/when-tree-falls-using-diversity-ensemble-classifiers-identify-evasion-malware-detectors.pdf,ndss,2016
"What Mobile Ads Know About Mobile Users.",http://www.internetsociety.org/sites/default/files/blogs-media/what-mobile-ads-know-about-mobile-users.pdf,ndss,2016
"Enabling Practical Software-defined Networking Security Applications with OFX.",http://www.internetsociety.org/sites/default/files/blogs-media/enabling-practical-software-defined-networking-security-applications-ofx.pdf,ndss,2016
"Enforcing Kernel Security Invariants with Data Flow Integrity.",http://www.internetsociety.org/sites/default/files/blogs-media/enforcing-kernal-security-invariants-data-flow-integrity.pdf,ndss,2016
"LO-PHI: Low-Observable Physical Host Instrumentation for Malware Analysis.",http://www.internetsociety.org/sites/default/files/blogs-media/lo-phi-low-observable-physical-host-instrumentation-malware-analysis.pdf,ndss,2016
"Driller: Augmenting Fuzzing Through Selective Symbolic Execution.",http://www.internetsociety.org/sites/default/files/blogs-media/driller-augmenting-fuzzing-through-selective-symbolic-execution.pdf,ndss,2016
"Attack Patterns for Black-Box Security Testing of Multi-Party Web Applications.",http://www.internetsociety.org/sites/default/files/blogs-media/attack-patterns-black-box-security-testing-multi-party-web-applications.pdf,ndss,2016
"VISIBLE: Video-Assisted Keystroke Inference from Tablet Backside Motion.",http://www.internetsociety.org/sites/default/files/blogs-media/visible-video-assisted-keystroke-inference-tablet-backside-motion.pdf,ndss,2016
"Cache, Trigger, Impersonate: Enabling Context-Sensitive Honeyclient Analysis On-the-Wire.",http://www.internetsociety.org/sites/default/files/blogs-media/cache-trigger-impersonate-enabling-context-sensitive-honeyclient-analysis-wire.pdf,ndss,2016
"IntelliDroid: A Targeted Input Generator for the Dynamic Analysis of Android Malware.",http://www.internetsociety.org/sites/default/files/blogs-media/intellidroid-targeted-input-generator-dynamic-analysis-android-malware.pdf,ndss,2016
"Privacy-Preserving Shortest Path Computation.",http://www.internetsociety.org/sites/default/files/blogs-media/privacy-preserving-shortest-path-computation.pdf,ndss,2016
"Automatically Evading Classifiers: A Case Study on PDF Malware Classifiers.",http://www.internetsociety.org/sites/default/files/blogs-media/automatically-evading-classifiers.pdf,ndss,2016
"VTrust: Regaining Trust on Virtual Calls.",http://www.internetsociety.org/sites/default/files/blogs-media/vtrust-regaining-trust-virtual-calls.pdf,ndss,2016
"Life after App Uninstallation: Are the Data Still Alive? Data Residue Attacks on Android.",https://www.internetsociety.org/sites/default/files/blogs-media/life-after-app-installation-data-still-alive-data-residue-attacks-android.pdf,ndss,2016
"Automatic Forgery of Cryptographically Consistent Messages to Identify Security Vulnerabilities in Mobile Services.",http://www.internetsociety.org/sites/default/files/blogs-media/automatic-forgery-cryptographically-consistent-messages-identify-security-vulnerabilities.pdf,ndss,2016
"Remote Electronic Voting Can Be Efficient, Verifiable and Coercion-Resistant.",https://doi.org/10.1007/978-3-662-53357-4_15,fcw,2016
"Cryptographic Solutions for Genomic Privacy.",https://doi.org/10.1007/978-3-662-53357-4_22,fcw,2016
"Stressing Out: Bitcoin "Stress Testing".",https://doi.org/10.1007/978-3-662-53357-4_1,fcw,2016
"Cryptocurrencies Without Proof of Work.",https://doi.org/10.1007/978-3-662-53357-4_10,fcw,2016
"Why Buy When You Can Rent? - Bribery Attacks on Bitcoin-Style Consensus.",https://doi.org/10.1007/978-3-662-53357-4_2,fcw,2016
"EthIKS: Using Ethereum to Audit a CONIKS Key Transparency Log.",https://doi.org/10.1007/978-3-662-53357-4_7,fcw,2016
"On Scaling Decentralized Blockchains - (A Position Paper).",https://doi.org/10.1007/978-3-662-53357-4_8,fcw,2016
"Step by Step Towards Creating a Safe Smart Contract: Lessons and Insights from a Cryptocurrency Lab.",https://doi.org/10.1007/978-3-662-53357-4_6,fcw,2016
"CallForFire: A Mission-Critical Cloud-Based Application Built Using the Nomad Framework.",https://doi.org/10.1007/978-3-662-53357-4_21,fcw,2016
"On-the-fly Homomorphic Batching/Unbatching.",https://doi.org/10.1007/978-3-662-53357-4_19,fcw,2016
"Universal Cast-as-Intended Verifiability.",https://doi.org/10.1007/978-3-662-53357-4_16,fcw,2016
"On the Possibility of Non-interactive E-Voting in the Public-Key Setting.",https://doi.org/10.1007/978-3-662-53357-4_13,fcw,2016
"Using Intel Software Guard Extensions for Efficient Two-Party Secure Function Evaluation.",https://doi.org/10.1007/978-3-662-53357-4_20,fcw,2016
"Blindly Signed Contracts: Anonymous On-Blockchain and Off-Blockchain Bitcoin Transactions.",https://doi.org/10.1007/978-3-662-53357-4_4,fcw,2016
"Optimizing MPC for Robust and Scalable Integer and Floating-Point Arithmetic.",https://doi.org/10.1007/978-3-662-53357-4_18,fcw,2016
"Proofs of Proofs of Work with Sublinear Complexity.",https://doi.org/10.1007/978-3-662-53357-4_5,fcw,2016
"Efficiency Comparison of Various Approaches in E-Voting Protocols.",https://doi.org/10.1007/978-3-662-53357-4_14,fcw,2016
"Coercion-Resistant Internet Voting with Everlasting Privacy.",https://doi.org/10.1007/978-3-662-53357-4_11,fcw,2016
"Bitcoin Covenants.",https://doi.org/10.1007/978-3-662-53357-4_9,fcw,2016
"Selene: Voting with Transparent Verifiability and Coercion-Mitigation.",https://doi.org/10.1007/978-3-662-53357-4_12,fcw,2016
"Hiding Access Patterns in Range Queries Using Private Information Retrieval and ORAM.",https://doi.org/10.1007/978-3-662-53357-4_17,fcw,2016
"Automated Verification of Electrum Wallet.",https://doi.org/10.1007/978-3-662-53357-4_3,fcw,2016
""Smells Phishy?": An educational game about online phishing scams.",https://doi.org/10.1109/ECRIME.2016.7487946,ecrime,2016
"When cybercrimes strike undergraduates.",https://doi.org/10.1109/ECRIME.2016.7487948,ecrime,2016
"REAPER: an automated, scalable solution for mass credential harvesting and OSINT.",https://doi.org/10.1109/ECRIME.2016.7487944,ecrime,2016
"Taking down websites to prevent crime.",https://doi.org/10.1109/ECRIME.2016.7487947,ecrime,2016
"Behind closed doors: measurement and analysis of CryptoLocker ransoms in Bitcoin.",https://doi.org/10.1109/ECRIME.2016.7487938,ecrime,2016
"Profiling underground merchants based on network behavior.",https://doi.org/10.1109/ECRIME.2016.7487943,ecrime,2016
"Knowing your enemies: leveraging data analysis to expose phishing patterns against a major US financial institution.",https://doi.org/10.1109/ECRIME.2016.7487942,ecrime,2016
"ENTRADA: enabling DNS big data applications.",https://doi.org/10.1109/ECRIME.2016.7487939,ecrime,2016
"Revisiting password rules: facilitating human management of passwords.",https://doi.org/10.1109/ECRIME.2016.7487945,ecrime,2016
"Geo-Phisher: the design and evaluation of information visualizations about internet phishing trends.",https://doi.org/10.1109/ECRIME.2016.7487941,ecrime,2016
"Evaluating randomness in cyber attack textual artifacts.",https://doi.org/10.1109/ECRIME.2016.7487940,ecrime,2016
"SoK: Lessons Learned from Android Security Research for Appified Software Platforms.",https://doi.org/10.1109/SP.2016.33,sp,2016
"You Get Where You're Looking for: The Impact of Information Sources on Code Security.",https://doi.org/10.1109/SP.2016.25,sp,2016
"Back in Black: Towards Formal, Black Box Analysis of Sanitizers and Filters.",https://doi.org/10.1109/SP.2016.14,sp,2016
"Staying Secure and Unprepared: Understanding and Mitigating the Security Risks of Apple ZeroConf.",https://doi.org/10.1109/SP.2016.45,sp,2016
"High-Speed Inter-Domain Fault Localization.",https://doi.org/10.1109/SP.2016.56,sp,2016
"Downgrade Resilience in Key-Exchange Protocols.",https://doi.org/10.1109/SP.2016.37,sp,2016
"Synthesizing Plausible Privacy-Preserving Location Traces.",https://doi.org/10.1109/SP.2016.39,sp,2016
"Dedup Est Machina: Memory Deduplication as an Advanced Exploitation Vector.",https://doi.org/10.1109/SP.2016.63,sp,2016
"pASSWORD tYPOS and How to Correct Them Securely.",https://doi.org/10.1109/SP.2016.53,sp,2016
"MitM Attack by Name Collision: Cause Analysis and Vulnerability Assessment in the New gTLD Era.",https://doi.org/10.1109/SP.2016.46,sp,2016
"Shreds: Fine-Grained Execution Units with Private Memory.",https://doi.org/10.1109/SP.2016.12,sp,2016
"Following Devil's Footprints: Cross-Platform Analysis of Potentially Harmful Libraries on Android and iOS.",https://doi.org/10.1109/SP.2016.29,sp,2016
"SoK: Verifiability Notions for E-Voting Protocols.",https://doi.org/10.1109/SP.2016.52,sp,2016
"Automated Analysis and Verification of TLS 1.3: 0-RTT, Resumption and Delayed Authentication.",https://doi.org/10.1109/SP.2016.35,sp,2016
"Algorithmic Transparency via Quantitative Input Influence: Theory and Experiments with Learning Systems.",https://doi.org/10.1109/SP.2016.42,sp,2016
"Cinderella: Turning Shabby X.509 Certificates into Elegant Anonymous Credentials with the Magic of Verifiable Computation.",https://doi.org/10.1109/SP.2016.22,sp,2016
"No Pardon for the Interruption: New Inference Attacks on Android Through Interrupt Timing Analysis.",https://doi.org/10.1109/SP.2016.32,sp,2016
"LAVA: Large-Scale Automated Vulnerability Addition.",https://doi.org/10.1109/SP.2016.15,sp,2016
"Security Analysis of Emerging Smart Home Applications.",https://doi.org/10.1109/SP.2016.44,sp,2016
"Prepose: Privacy, Security, and Reliability for Gesture-Based Programming.",https://doi.org/10.1109/SP.2016.16,sp,2016
"Key Confirmation in Key Exchange: A Formal Treatment and Implications for TLS 1.3.",https://doi.org/10.1109/SP.2016.34,sp,2016
"TriggerScope: Towards Detecting Logic Bombs in Android Applications.",https://doi.org/10.1109/SP.2016.30,sp,2016
"On the Practicality of Cryptographically Enforcing Dynamic Access Control Policies in the Cloud.",https://doi.org/10.1109/SP.2016.54,sp,2016
"Cache Storage Channels: Alias-Driven Attacks and Verified Countermeasures.",https://doi.org/10.1109/SP.2016.11,sp,2016
"A Method for Verifying Privacy-Type Properties: The Unbounded Case.",https://doi.org/10.1109/SP.2016.40,sp,2016
"Data-Oriented Programming: On the Expressiveness of Non-control Data Attacks.",https://doi.org/10.1109/SP.2016.62,sp,2016
"Talos: Neutralizing Vulnerabilities with Security Workarounds for Rapid Response.",https://doi.org/10.1109/SP.2016.43,sp,2016
"Cloak of Visibility: Detecting When Machines Browse a Different Web.",https://doi.org/10.1109/SP.2016.50,sp,2016
"Verena: End-to-End Integrity Protection for Web Applications.",https://doi.org/10.1109/SP.2016.58,sp,2016
"Hawk: The Blockchain Model of Cryptography and Privacy-Preserving Smart Contracts.",https://doi.org/10.1109/SP.2016.55,sp,2016
"Beauty and the Beast: Diverting Modern Web Browsers to Build Unique Browser Fingerprints.",https://doi.org/10.1109/SP.2016.57,sp,2016
"Domain-Z: 28 Registrations Later Measuring the Exploitation of Residual Trust in Domains.",https://doi.org/10.1109/SP.2016.47,sp,2016
"Multiple Handshakes Security of TLS 1.3 Candidates.",https://doi.org/10.1109/SP.2016.36,sp,2016
"Seeking Nonsense, Looking for Trouble: Efficient Promotional-Infection Detection through Semantic Inconsistency Search.",https://doi.org/10.1109/SP.2016.48,sp,2016
"Inferring User Routes and Locations Using Zero-Permission Mobile Sensors.",https://doi.org/10.1109/SP.2016.31,sp,2016
"PhotoProof: Cryptographic Image Authentication for Any Set of Permissible Transformations.",https://doi.org/10.1109/SP.2016.23,sp,2016
"Distillation as a Defense to Adversarial Perturbations Against Deep Neural Networks.",https://doi.org/10.1109/SP.2016.41,sp,2016
"Sending Out an SMS: Characterizing the Security of the SMS Ecosystem with Public Gateways.",https://doi.org/10.1109/SP.2016.28,sp,2016
"I Think They're Trying to Tell Me Something: Advice Sources and Selection for Digital Security.",https://doi.org/10.1109/SP.2016.24,sp,2016
"A Practical Oblivious Map Data Structure with Secure Deletion and History Independence.",https://doi.org/10.1109/SP.2016.19,sp,2016
"TaoStore: Overcoming Asynchronicity in Oblivious Data Storage.",https://doi.org/10.1109/SP.2016.20,sp,2016
"SOK: (State of) The Art of War: Offensive Techniques in Binary Analysis.",https://doi.org/10.1109/SP.2016.17,sp,2016
"The Cracked Cookie Jar: HTTP Cookie Hijacking and the Exposure of Private Information.",https://doi.org/10.1109/SP.2016.49,sp,2016
"Return to the Zombie Gadgets: Undermining Destructive Code Reads via Code Inference Attacks.",https://doi.org/10.1109/SP.2016.61,sp,2016
"HDFI: Hardware-Assisted Data-Flow Isolation.",https://doi.org/10.1109/SP.2016.9,sp,2016
"Keeping Authorities "Honest or Bust" with Decentralized Witness Cosigning.",https://doi.org/10.1109/SP.2016.38,sp,2016
"Users Really Do Plug in USB Drives They Find.",https://doi.org/10.1109/SP.2016.26,sp,2016
"SoK: Towards Grounding Censorship Circumvention in Empiricism.",https://doi.org/10.1109/SP.2016.59,sp,2016
"SoK: Everyone Hates Robocalls: A Survey of Techniques Against Telephone Spam.",https://doi.org/10.1109/SP.2016.27,sp,2016
"A Tough Call: Mitigating Advanced Code-Reuse Attacks at the Binary Level.",https://doi.org/10.1109/SP.2016.60,sp,2016
"Verifiable ASICs.",https://doi.org/10.1109/SP.2016.51,sp,2016
"Helping Johnny to Analyze Malware: A Usability-Optimized Decompiler and Malware Analysis User Study.",https://doi.org/10.1109/SP.2016.18,sp,2016
"A2: Analog Malicious Hardware.",https://doi.org/10.1109/SP.2016.10,sp,2016
"Revisiting Square-Root ORAM: Efficient Random Access in Multi-party Computation.",https://doi.org/10.1109/SP.2016.21,sp,2016
"CaSE: Cache-Assisted Secure Execution on ARM Processors.",https://doi.org/10.1109/SP.2016.13,sp,2016
"A Cybersecurity Test and Evaluation Facility for the Next Generation Air Transportation System (NextGen).",https://www.usenix.org/conference/cset16/workshop-program/presentation/ingegneri,usscset,2016
"Chappie Swarm: Persona-Driven Web Corpus Generation.",https://www.usenix.org/conference/cset16/workshop-program/presentation/kaufman,usscset,2016
"Evaluating Malware Mitigation by Android Market Operators.",https://www.usenix.org/conference/cset16/workshop-program/presentation/kikuchi,usscset,2016
"Honey Sheets: What Happens to Leaked Google Spreadsheets?",https://www.usenix.org/conference/cset16/workshop-program/presentation/lazarov,usscset,2016
"Providing SCADA Network Data Sets for Intrusion Detection Research.",https://www.usenix.org/conference/cset16/workshop-program/presentation/lemay,usscset,2016
"Can Knowledge of Technical Debt Help Identify Software Vulnerabilities?",https://www.usenix.org/conference/cset16/workshop-program/presentation/nord,usscset,2016
"VD-PSI: Verifiable Delegated Private Set Intersection on Outsourced Private Datasets.",https://doi.org/10.1007/978-3-662-54970-4_9,fc,2016
"Failures of Security APIs: A New Case.",https://doi.org/10.1007/978-3-662-54970-4_17,fc,2016
"Introducing Reputation Systems to the Economics of Outsourcing Computations to Rational Workers.",https://doi.org/10.1007/978-3-662-54970-4_4,fc,2016
"Practically Efficient Secure Single-Commodity Multi-market Auctions.",https://doi.org/10.1007/978-3-662-54970-4_7,fc,2016
"A Sound for a Sound: Mitigating Acoustic Side Channel Attacks on Password Keystrokes with Active Sounds.",https://doi.org/10.1007/978-3-662-54970-4_21,fc,2016
"Include Me Out: In-Browser Detection of Malicious Third-Party Content Inclusions.",https://doi.org/10.1007/978-3-662-54970-4_26,fc,2016
"Private eCash in Practice (Short Paper).",https://doi.org/10.1007/978-3-662-54970-4_6,fc,2016
"KBID: Kerberos Bracelet Identification (Short Paper).",https://doi.org/10.1007/978-3-662-54970-4_32,fc,2016
"CuriousDroid: Automated User Interface Interaction for Android Application Analysis Sandboxes.",https://doi.org/10.1007/978-3-662-54970-4_13,fc,2016
"Discrete Choice, Social Interaction, and Policy in Encryption Technology Adoption (Short Paper).",https://doi.org/10.1007/978-3-662-54970-4_16,fc,2016
"A Sensitivity-Adaptive ρ-Uncertainty Model for Set-Valued Data.",https://doi.org/10.1007/978-3-662-54970-4_27,fc,2016
"DroydSeuss: A Mobile Banking Trojan Tracker (Short Paper).",https://doi.org/10.1007/978-3-662-54970-4_14,fc,2016
"Confidential Benchmarking Based on Multiparty Computation.",https://doi.org/10.1007/978-3-662-54970-4_10,fc,2016
"Android UI Deception Revisited: Attacks and Defenses.",https://doi.org/10.1007/978-3-662-54970-4_3,fc,2016
"Accountable Privacy for Decentralized Anonymous Payments.",https://doi.org/10.1007/978-3-662-54970-4_5,fc,2016
"How to Challenge and Cast Your e-Vote.",https://doi.org/10.1007/978-3-662-54970-4_8,fc,2016
"A Short Paper on Blind Signatures from Knowledge Assumptions.",https://doi.org/10.1007/978-3-662-54970-4_31,fc,2016
"DroidAuditor: Forensic Analysis of Application-Layer Privilege Escalation Attacks on Android (Short Paper).",https://doi.org/10.1007/978-3-662-54970-4_15,fc,2016
"Efficiently Making Secure Two-Party Computation Fair.",https://doi.org/10.1007/978-3-662-54970-4_11,fc,2016
"How Anywhere Computing Just Killed Your Phone-Based Two-Factor Authentication.",https://doi.org/10.1007/978-3-662-54970-4_24,fc,2016
"Footprint Scheduling for Dining-Cryptographer Networks.",https://doi.org/10.1007/978-3-662-54970-4_23,fc,2016
"The Other Side of the Coin: User Experiences with Bitcoin Security and Privacy.",https://doi.org/10.1007/978-3-662-54970-4_33,fc,2016
"Fast Optimistically Fair Cut-and-Choose 2PC.",https://doi.org/10.1007/978-3-662-54970-4_12,fc,2016
"Security Keys: Practical Cryptographic Second Factors for the Modern Web.",https://doi.org/10.1007/978-3-662-54970-4_25,fc,2016
"Refund Attacks on Bitcoin's Payment Protocol.",https://doi.org/10.1007/978-3-662-54970-4_34,fc,2016
"Graph Analytics for Real-Time Scoring of Cross-Channel Transactional Fraud.",https://doi.org/10.1007/978-3-662-54970-4_2,fc,2016
"Are Payment Card Contracts Unfair? (Short Paper).",https://doi.org/10.1007/978-3-662-54970-4_35,fc,2016
"Understanding Craigslist Rental Scams.",https://doi.org/10.1007/978-3-662-54970-4_1,fc,2016
"Optimal Selfish Mining Strategies in Bitcoin.",https://doi.org/10.1007/978-3-662-54970-4_30,fc,2016
"Explicit Optimal Binary Pebbling for One-Way Hash Chain Reversal.",https://doi.org/10.1007/978-3-662-54970-4_18,fc,2016
"Incentive Compatibility of Bitcoin Mining Pool Reward Functions.",https://doi.org/10.1007/978-3-662-54970-4_28,fc,2016
"When Cryptocurrencies Mine Their Own Business.",https://doi.org/10.1007/978-3-662-54970-4_29,fc,2016
"Factoring as a Service.",https://doi.org/10.1007/978-3-662-54970-4_19,fc,2016
