Paper, URL, Conference, Year,data,description,pdfName
Mimesis Aegis: A Mimicry Privacy Shield-A System's Approach to Data Privacy on Public Cloud.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/lau,uss,2014,,,
Mixcoin: Anonymity for Bitcoin with Accountable Mixes.,https://doi.org/10.1007/978-3-662-45472-5_31,fc,2014,,,
Model Aggregation for Distributed Content Anomaly Detection.,http://doi.acm.org/10.1145/2666652.2666660,ccsaisec,2014,,,
Modeling and Discovering Vulnerabilities with Code Property Graphs.,https://doi.org/10.1109/SP.2014.44,sp,2014,,,
MoP-2-MoP - Mobile Private Microblogging.,https://doi.org/10.1007/978-3-662-45472-5_25,fc,2014,,,
Moving Targets: Security and Rapid-Release in Firefox.,http://doi.acm.org/10.1145/2660267.2660320,ccs,2014,,,
Multi-Ciphersuite Security of the Secure Shell (SSH) Protocol.,http://doi.acm.org/10.1145/2660267.2660286,ccs,2014,,,
Multi-Stage Key Exchange and the Case of Google's QUIC Protocol.,http://doi.acm.org/10.1145/2660267.2660308,ccs,2014,,,
Nazca: Detecting Malware Distribution in Large-Scale Networks.,http://www.internetsociety.org/doc/nazca-detecting-malware-distribution-large-scale-networks,ndss,2014,,,
"Need, Want, Can Afford: Broadband Markets and the Behavior of Users.",http://doi.acm.org/10.1145/2663716.2663753,imc,2014,,,
"Neural Signatures of User-Centered Security: An fMRI Study of Phishing, and Malware Warnings.",http://www.internetsociety.org/doc/neural-signatures-user-centered-security-fmri-study-phishing-and-malware-warnings,ndss,2014,,,
Never Been KIST: Tor's Congestion Management Blossoms with Kernel-Informed Socket Transport.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/jansen,uss,2014,,,
No Direction Home: The True Cost of Routing Around Decoys.,http://www.internetsociety.org/doc/no-direction-home-true-cost-routing-around-decoys,ndss,2014,,,
Node Failure Localization via Network Tomography.,http://doi.acm.org/10.1145/2663716.2663723,imc,2014,,,
Non-Invasive User Tracking via Passive Sensing: Privacy Risks of Time-Series Occupancy Measurement.,http://doi.acm.org/10.1145/2666652.2666655,ccsaisec,2014,,,
Not-So-Random Numbers in Virtualized Linux and the Whirlwind RNG.,https://doi.org/10.1109/SP.2014.42,sp,2014,,,
OAuth Demystified for Mobile Application Developers.,http://doi.acm.org/10.1145/2660267.2660323,ccs,2014,,,
Oblivious Data Structures.,http://doi.acm.org/10.1145/2660267.2660314,ccs,2014,,,
OFSS: Skampling for the Flow Size Distribution.,http://doi.acm.org/10.1145/2663716.2663732,imc,2014,,,
On Semantic Patterns of Passwords and their Security Impact.,http://www.internetsociety.org/doc/semantic-patterns-passwords-and-their-security-impact,ndss,2014,,,
On the (In)Security of Mobile Two-Factor Authentication.,https://doi.org/10.1007/978-3-662-45472-5_24,fc,2014,,,
"On the Awareness, Control and Privacy of Shared Photo Metadata.",https://doi.org/10.1007/978-3-662-45472-5_6,fc,2014,,,
On the Effective Prevention of TLS Man-in-the-Middle Attacks in Web Applications.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/karapanos,uss,2014,,,
On the Feasibility of Large-Scale Infections of iOS Devices.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wang_tielei,uss,2014,,,
On the Mismanagement and Maliciousness of Networks.,http://www.internetsociety.org/doc/mismanagement-and-maliciousness-networks,ndss,2014,,,
On the Practical Exploitability of Dual EC in TLS Implementations.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/checkoway,uss,2014,,,
On the Practicality of Integrity Attacks on Document-Level Sentiment Analysis.,http://doi.acm.org/10.1145/2666652.2666661,ccsaisec,2014,,,
On The Security of Mobile Cockpit Information Systems.,http://doi.acm.org/10.1145/2660267.2660375,ccs,2014,,,
Optimal Average-Complexity Ideal-Security Order-Preserving Encryption.,http://doi.acm.org/10.1145/2660267.2660277,ccs,2014,,,
Optimal Geo-Indistinguishable Mechanisms for Location Privacy.,http://doi.acm.org/10.1145/2660267.2660345,ccs,2014,,,
Optimizing Obfuscation: Avoiding Barrington's Theorem.,http://doi.acm.org/10.1145/2660267.2660342,ccs,2014,,,
Optimizing Seed Selection for Fuzzing.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/rebert,uss,2014,,,
OS Fingerprinting and Tethering Detection in Mobile Networks.,http://doi.acm.org/10.1145/2663716.2663745,imc,2014,,,
Out of Control: Overcoming Control-Flow Integrity.,https://doi.org/10.1109/SP.2014.43,sp,2014,,,
Outsmarting Proctors with Smartwatches: A Case Study on Wearable Computing Security.,https://doi.org/10.1007/978-3-662-45472-5_7,fc,2014,,,
Outsourced Proofs of Retrievability.,http://doi.acm.org/10.1145/2660267.2660310,ccs,2014,,,
Oxymoron: Making Fine-Grained Memory Randomization Practical by Allowing Code Sharing.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/backes,uss,2014,,,
Password Managers: Attacks and Defenses.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/silver,uss,2014,,,
Password Portfolios and the Finite-Effort User: Sustainably Managing Large Numbers of Accounts.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/florencio,uss,2014,,,
Paying for Likes?: Understanding Facebook Like Fraud Using Honeypots.,http://doi.acm.org/10.1145/2663716.2663729,imc,2014,,,
Peeking into Your App without Actually Seeing It: UI State Inference and Novel Android Attacks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/chen,uss,2014,,,
Peering at Peerings: On the Role of IXP Route Servers.,http://doi.acm.org/10.1145/2663716.2663757,imc,2014,,,
Permacoin: Repurposing Bitcoin Work for Data Preservation.,https://doi.org/10.1109/SP.2014.37,sp,2014,,,
Persistent Data-only Malware: Function Hooks without Code.,http://www.internetsociety.org/doc/persistent-data-only-malware-function-hooks-without-code,ndss,2014,,,
"Pivot: Fast, Synchronous Mashup Isolation Using Generator Chains.",https://doi.org/10.1109/SP.2014.24,sp,2014,,,
PixelVault: Using GPUs for Securing Cryptographic Operations.,http://doi.acm.org/10.1145/2660267.2660316,ccs,2014,,,
PlaceAvoider: Steering First-Person Cameras away from Sensitive Spaces.,http://www.internetsociety.org/doc/placeavoider-steering-first-person-cameras-away-sensitive-spaces,ndss,2014,,,
Poisoning behavioral malware clustering.,http://doi.acm.org/10.1145/2666652.2666666,ccsaisec,2014,,,
PoliCert: Secure and Flexible TLS Certificate Management.,http://doi.acm.org/10.1145/2660267.2660355,ccs,2014,,,
Power Attack: An Increasing Threat to Data Centers.,http://www.internetsociety.org/doc/power-attack-increasing-threat-data-centers,ndss,2014,,,
Practical and Privacy-Preserving Policy Compliance for Outsourced Data.,https://doi.org/10.1007/978-3-662-44774-1_15,fcw,2014,,,
Practical Dynamic Searchable Encryption with Small Leakage.,http://www.internetsociety.org/doc/practical-dynamic-searchable-encryption-small-leakage,ndss,2014,,,
Practical Evasion of a Learning-Based Classifier: A Case Study.,https://doi.org/10.1109/SP.2014.20,sp,2014,,,
Practical Issues with TLS Client Certificate Authentication.,http://www.internetsociety.org/doc/practical-issues-tls-client-certificate-authentication,ndss,2014,,,
Practical Known-Plaintext Attacks against Physical Layer Security in Wireless MIMO Systems.,http://www.internetsociety.org/doc/practical-known-plaintext-attacks-against-physical-layer-security-wireless-mimo-systems,ndss,2014,,,
Practical Secure Decision Tree Learning in a Teletreatment Application.,https://doi.org/10.1007/978-3-662-45472-5_12,fc,2014,,,
Practical UC security with a Global Random Oracle.,http://doi.acm.org/10.1145/2660267.2660374,ccs,2014,,,
Precise Client-side Protection against DOM-based Cross-Site Scripting.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/stock,uss,2014,,,
Preventing Cryptographic Key Leakage in Cloud Virtual Machines.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/pattuk,uss,2014,,,
Privacy in Pharmacogenetics: An End-to-End Case Study of Personalized Warfarin Dosing.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/fredrikson_matthew,uss,2014,,,
Privacy Preserving T’¢tonnement - A Cryptographic Construction of an Incentive Compatible Market.,https://doi.org/10.1007/978-3-662-45472-5_26,fc,2014,,,
Privacy through Pseudonymity in Mobile Telephony Systems.,http://www.internetsociety.org/doc/privacy-through-pseudonymity-mobile-telephony-systems,ndss,2014,,,
Privacy-Preserving Distributed Stream Monitoring.,http://www.internetsociety.org/doc/privacy-preserving-distributed-stream-monitoring,ndss,2014,,,
Private-by-Design Advertising Meets the Real World.,http://doi.acm.org/10.1145/2660267.2660305,ccs,2014,,,
Privee: An Architecture for Automatically Analyzing Web Privacy Policies.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/zimmeck,uss,2014,,,
PrivEx: Private Collection of Traffic Statistics for Anonymous Communication Networks.,http://doi.acm.org/10.1145/2660267.2660280,ccs,2014,,,
QoE Doctor: Diagnosing Mobile App QoE with Automated UI Control and Cross-layer Analysis.,http://doi.acm.org/10.1145/2663716.2663726,imc,2014,,,
Quantifying Information Flow for Dynamic Secrets.,https://doi.org/10.1109/SP.2014.41,sp,2014,,,
Quantifying Web-Search Privacy.,http://doi.acm.org/10.1145/2660267.2660367,ccs,2014,,,
"Randomized Response Schemes, Privacy and Usefulness.",http://doi.acm.org/10.1145/2666652.2666654,ccsaisec,2014,,,
RAPPOR: Randomized Aggregatable Privacy-Preserving Ordinal Response.,http://doi.acm.org/10.1145/2660267.2660348,ccs,2014,,,
Rational Zero: Economic Security for Zerocoin with Everlasting Anonymity.,https://doi.org/10.1007/978-3-662-44774-1_10,fcw,2014,,,
Real Threats to Your Data Bills: Security Loopholes and Defenses in Mobile Data Charging.,http://doi.acm.org/10.1145/2660267.2660346,ccs,2014,,,
Restructuring the NSA Metadata Program.,https://doi.org/10.1007/978-3-662-44774-1_19,fcw,2014,,,
ret2dir: Rethinking Kernel Isolation.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kemerlis,uss,2014,,,
Reuse It Or Lose It: More Efficient Secure Computation Through Reuse of Encrypted Values.,http://doi.acm.org/10.1145/2660267.2660285,ccs,2014,,,
"RevCast: Fast, Private Certificate Revocation over FM Radio.",http://doi.acm.org/10.1145/2660267.2660376,ccs,2014,,,
Revisiting SSL/TLS Implementations: New Bleichenbacher Side Channels and Attacks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/meyer,uss,2014,,,
RockJIT: Securing Just-In-Time Compilation Using Modular Control-Flow Integrity.,http://doi.acm.org/10.1145/2660267.2660281,ccs,2014,,,
ROP is Still Dangerous: Breaking Modern Defenses.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/carlini,uss,2014,,,
ROPecker: A Generic and Practical Approach For Defending Against ROP Attacks.,http://www.internetsociety.org/doc/ropecker-generic-and-practical-approach-defending-against-rop-attacks,ndss,2014,,,
"Rosemary: A Robust, Secure, and High-performance Network Operating System.",http://doi.acm.org/10.1145/2660267.2660353,ccs,2014,,,
"Routing Bottlenecks in the Internet: Causes, Exploits, and Countermeasures.",http://doi.acm.org/10.1145/2660267.2660299,ccs,2014,,,
S3: A Symbolic String Solver for Vulnerability Detection in Web Applications.,http://doi.acm.org/10.1145/2660267.2660372,ccs,2014,,,
Safe and Automated Live Malware Experimentation on Public Testbeds.,https://www.usenix.org/conference/cset14/workshop-program/presentation/alwabel,usscset,2014,,,
SafeDispatch: Securing C++ Virtual Calls from Memory Corruption Attacks.,http://www.internetsociety.org/doc/safedispatch-securing-c-virtual-calls-memory-corruption-attacks,ndss,2014,,,
Sample or Random Security - A Security Model for Segment-Based Visual Cryptography.,https://doi.org/10.1007/978-3-662-45472-5_19,fc,2014,,,
Scaling Private Set Intersection to Billion-Element Sets.,https://doi.org/10.1007/978-3-662-45472-5_13,fc,2014,,,
Scambaiter: Understanding Targeted Nigerian Scams on Craigslist.,http://www.internetsociety.org/doc/scambaiter-understanding-targeted-nigerian-scams-craigslist,ndss,2014,,,
Scheduler-based Defenses against Cross-VM Side-channels.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/varadarajan,uss,2014,,,
SCORAM: Oblivious RAM for Secure Computation.,http://doi.acm.org/10.1145/2660267.2660365,ccs,2014,,,
Screenmilker: How to Milk Your Android Screen for Secrets.,http://www.internetsociety.org/doc/screenmilker-how-milk-your-android-screen-secrets,ndss,2014,,,
"SDDR: Light-Weight, Secure Mobile Encounters.",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/lentz,uss,2014,,,
Search + Seizure: The Effectiveness of Interventions on SEO Campaigns.,http://doi.acm.org/10.1145/2663716.2663738,imc,2014,,,
Searchable Encryption with Secure and Efficient Updates.,http://doi.acm.org/10.1145/2660267.2660297,ccs,2014,,,
Secure Multiparty Computations on Bitcoin.,https://doi.org/10.1109/SP.2014.35,sp,2014,,,
Securing SSL Certificate Verification through Dynamic Linking.,http://doi.acm.org/10.1145/2660267.2660338,ccs,2014,,,
Security Analyses of Click-based Graphical Passwords via Image Point Memorability.,http://doi.acm.org/10.1145/2660267.2660364,ccs,2014,,,
Security Analysis of a Full-Body Scanner.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/mowery,uss,2014,,,
Security Analysis of the Estonian Internet Voting System.,http://doi.acm.org/10.1145/2660267.2660315,ccs,2014,,,
Security Protocols and Evidence: Where Many Payment Systems Fail.,https://doi.org/10.1007/978-3-662-45472-5_2,fc,2014,,,
Security Vulnerability in Processor-Interconnect Router Design.,http://doi.acm.org/10.1145/2660267.2660290,ccs,2014,,,
Selling off User Privacy at Auction.,http://www.internetsociety.org/doc/selling-privacy-auction,ndss,2014,,,
Semantics-Aware Android Malware Classification Using Weighted Contextual API Dependency Graphs.,http://doi.acm.org/10.1145/2660267.2660359,ccs,2014,,,
"Sex, Lies, or Kittens? Investigating the Use of Snapchat's Self-Destructing Messages.",https://doi.org/10.1007/978-3-662-45472-5_5,fc,2014,,,
ShadowCrypt: Encrypted Web Applications for Everyone.,http://doi.acm.org/10.1145/2660267.2660326,ccs,2014,,,
Simulating Malicious Insiders in Real Host-Monitored User Data.,https://www.usenix.org/conference/cset14/workshop-program/presentation/lindauer,usscset,2014,,,
Simulation of Built-in PHP Features for Precise Static Code Analysis.,http://www.internetsociety.org/doc/simulation-built-php-features-precise-static-code-analysis,ndss,2014,,,
Size Does Matter: Why Using Gadget-Chain Length to Prevent Code-Reuse Attacks is Hard.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/goktas,uss,2014,,,
Smartphones as Practical and Secure Location Verification Tokens for Payments.,http://www.internetsociety.org/doc/smartphones-practical-and-secure-location-verification-tokens-payments,ndss,2014,,,
"SMV-Hunter: Large Scale, Automated Detection of SSL/TLS Man-in-the-Middle Vulnerabilities in Android Apps.",http://www.internetsociety.org/doc/smv-hunter-large-scale-automated-detection-ssltls-man-middle-vulnerabilities-android-apps,ndss,2014,,,
SoK: Automated Software Diversity.,https://doi.org/10.1109/SP.2014.25,sp,2014,,,
SoK: Introspections on Trust and the Semantic Gap.,https://doi.org/10.1109/SP.2014.45,sp,2014,,,
SoK: Security and Privacy in Implantable Medical Devices and Body Area Networks.,https://doi.org/10.1109/SP.2014.40,sp,2014,,,
SpanDex: Secure Password Tracking for Android.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/cox,uss,2014,,,
SSOScan: Automated Testing of Web Applications for Single Sign-On Vulnerabilities.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/zhou,uss,2014,,,
Static Detection of Second-Order Vulnerabilities in Web Applications.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/dahse,uss,2014,,,
Stealing Webpages Rendered on Your Browser by Exploiting GPU Vulnerabilities.,https://doi.org/10.1109/SP.2014.9,sp,2014,,,
Stitching the Gadgets: On the Ineffectiveness of Coarse-Grained Control-Flow Integrity Protection.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/davi,uss,2014,,,
Stopping a Rapid Tornado with a Puff.,https://doi.org/10.1109/SP.2014.39,sp,2014,,,
"Structural Data De-anonymization: Quantification, Practice, and Implications.",http://doi.acm.org/10.1145/2660267.2660278,ccs,2014,,,
Succinct Non-Interactive Zero Knowledge for a von Neumann Architecture.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/ben-sasson,uss,2014,,,
Synthesis of Fault Attacks on Cryptographic Implementations.,http://doi.acm.org/10.1145/2660267.2660304,ccs,2014,,,
System-level Non-interference for Constant-time Cryptography.,http://doi.acm.org/10.1145/2660267.2660283,ccs,2014,,,
Taking Authenticated Range Queries to Arbitrary Dimensions.,http://doi.acm.org/10.1145/2660267.2660373,ccs,2014,,,
Taming the 800 Pound Gorilla: The Rise and Decline of NTP DDoS Attacks.,http://doi.acm.org/10.1145/2663716.2663717,imc,2014,,,
TapDance: End-to-Middle Anticensorship without Flow Blocking.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/wustrow,uss,2014,,,
Targeted Threat Index: Characterizing and Quantifying Politically-Motivated Targeted Malware.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/hardy,uss,2014,,,
Telepathwords: Preventing Weak Passwords by Reading Users' Minds.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/komanduri,uss,2014,,,
TESTREX: a Testbed for Repeatable Exploits.,https://www.usenix.org/conference/cset14/workshop-program/presentation/dashevskyi,usscset,2014,,,
The Bitcoin P2P Network.,https://doi.org/10.1007/978-3-662-44774-1_7,fcw,2014,,,
The Dark Alleys of Madison Avenue: Understanding Malicious Advertisements.,http://doi.acm.org/10.1145/2663716.2663719,imc,2014,,,
The Emperor's New Password Manager: Security Analysis of Web-based Password Managers.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/li_zhiwei,uss,2014,,,
The Ghosts of Banking Past: Empirical Analysis of Closed Bank Websites.,https://doi.org/10.1007/978-3-662-45472-5_3,fc,2014,,,
The Last Mile: An Empirical Study of Timing Channels on seL4.,http://doi.acm.org/10.1145/2660267.2660294,ccs,2014,,,
"The Long Taile"" of Typosquatting Domain Names.""",https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/szurdi,uss,2014,,,
The Matter of Heartbleed.,http://doi.acm.org/10.1145/2663716.2663755,imc,2014,,,
The Peril of Fragmentation: Security Hazards in Android Device Driver Customizations.,https://doi.org/10.1109/SP.2014.33,sp,2014,,,
The Sniper Attack: Anonymously Deanonymizing and Disabling the Tor Network.,http://www.internetsociety.org/doc/sniper-attack-anonymously-deanonymizing-and-disabling-tor-network,ndss,2014,,,
The Tangled Web of Password Reuse.,http://www.internetsociety.org/doc/tangled-web-password-reuse,ndss,2014,,,
The UNIX Process Identity Crisis: A Standards-Driven Approach to Setuid.,http://doi.acm.org/10.1145/2660267.2660333,ccs,2014,,,
The Web Never Forgets: Persistent Tracking Mechanisms in the Wild.,http://doi.acm.org/10.1145/2660267.2660347,ccs,2014,,,
"Timing is Everything: Accurate, Minimum Overhead, Available Bandwidth Estimation in High-speed Wired Networks.",http://doi.acm.org/10.1145/2663716.2663746,imc,2014,,,
Toward Black-Box Detection of Logic Flaws in Web Applications.,http://www.internetsociety.org/doc/toward-black-box-detection-logic-flaws-web-applications,ndss,2014,,,
Toward Practical Homomorphic Evaluation of Block Ciphers Using Prince.,https://doi.org/10.1007/978-3-662-44774-1_17,fcw,2014,,,
Toward Robust Hidden Volumes Using Write-Only Oblivious RAM.,http://doi.acm.org/10.1145/2660267.2660313,ccs,2014,,,
Towards Detecting Anomalous User Behavior in Online Social Networks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,uss,2014,,,
Towards Network-level Efficiency for Cloud Storage Services.,http://doi.acm.org/10.1145/2663716.2663747,imc,2014,,,
Towards Reliable Storage of 56-bit Secrets in Human Memory.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/bonneau,uss,2014,,,
Towards Risk Scoring of Bitcoin Transactions.,https://doi.org/10.1007/978-3-662-44774-1_2,fcw,2014,,,
Triple Handshakes and Cookie Cutters: Breaking and Fixing Authentication over TLS.,https://doi.org/10.1109/SP.2014.14,sp,2014,,,
TRUESET: Faster Verifiable Set Computations.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kosba,uss,2014,,,
Two-Factor Authentication Resilient to Server Compromise Using Mix-Bandwidth Devices.,http://www.internetsociety.org/doc/two-factor-authentication-resilient-server-compromise-using-mix-bandwidth-devices,ndss,2014,,,
Uncovering Large Groups of Active Malicious Accounts in Online Social Networks.,http://doi.acm.org/10.1145/2660267.2660269,ccs,2014,,,
Understanding the Dark Side of Domain Parking.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/alrwais,uss,2014,,,
"Upgrading Your Android, Elevating My Malware: Privilege Escalation through Mobile OS Updating.",https://doi.org/10.1109/SP.2014.32,sp,2014,,,
Using extreme learning machine for intrusion detection in a big data environment.,http://doi.acm.org/10.1145/2666652.2666664,ccsaisec,2014,,,
Using Frankencerts for Automated Adversarial Testing of Certificate Validation in SSL/TLS Implementations.,https://doi.org/10.1109/SP.2014.15,sp,2014,,,
Verifying Curve25519 Software.,http://doi.acm.org/10.1145/2660267.2660370,ccs,2014,,,
VerSum: Verifiable Computations over Large Public Logs.,http://doi.acm.org/10.1145/2660267.2660327,ccs,2014,,,
VoIP Fraud: Identifying a Wolf in Sheep's Clothing.,http://doi.acm.org/10.1145/2660267.2660284,ccs,2014,,,
Vulnerability and Protection of Channel State Information in Multiuser MIMO Networks.,http://doi.acm.org/10.1145/2660267.2660272,ccs,2014,,,
Watching the Watchers: Automatically Inferring TV Content From Outdoor Light Effusions.,http://doi.acm.org/10.1145/2660267.2660358,ccs,2014,,,
Web PKI: Closing the Gap between Guidelines and Practices.,http://www.internetsociety.org/doc/web-pki-closing-gap-between-guidelines-and-practices,ndss,2014,,,
When Governments Hack Opponents: A Look at Actors and Technology.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/marczak,uss,2014,,,
When HTTPS Meets CDN: A Case of Authentication in Delegated Service.,https://doi.org/10.1109/SP.2014.12,sp,2014,,,
When the internet sleeps: correlating diurnal networks with external factors.,http://doi.acm.org/10.1145/2663716.2663721,imc,2014,,,
Whispers in the dark: analysis of an anonymous social network.,http://doi.acm.org/10.1145/2663716.2663728,imc,2014,,,
WhoWas: A Platform for Measuring Web Deployments on IaaS Clouds.,http://doi.acm.org/10.1145/2663716.2663742,imc,2014,,,
"WiFi, LTE, or Both?: Measuring Multi-Homed Wireless Internet Performance.",http://doi.acm.org/10.1145/2663716.2663727,imc,2014,,,
WireCAP: a novel packet capture engine for commodity NICs in high-speed networks.,http://doi.acm.org/10.1145/2663716.2663736,imc,2014,,,
Wiretapping via Mimicry: Short Voice Imitation Man-in-the-Middle Attacks on Crypto Phones.,http://doi.acm.org/10.1145/2660267.2660274,ccs,2014,,,
World-Driven Access Control for Continuous Sensing.,http://doi.acm.org/10.1145/2660267.2660319,ccs,2014,,,
"Wysteria: A Programming Language for Generic, Mixed-Mode Multiparty Computations.",https://doi.org/10.1109/SP.2014.48,sp,2014,,,
X-Force: Force-Executing Binary Programs for Security Applications.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/peng,uss,2014,,,
XRay: Enhancing the Web's Transparency with Differential Correlation.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/lecuyer,uss,2014,,,
You Can Run but You Can't Read: Preventing Disclosure Exploits in Executable Code.,http://doi.acm.org/10.1145/2660267.2660378,ccs,2014,,,
You Won't Be Needing These Any More: On Removing Unused Certificates from Trust Stores.,https://doi.org/10.1007/978-3-662-45472-5_20,fc,2014,,,
Your Online Interests: Pwned! A Pollution Attack Against Targeted Advertising.,http://doi.acm.org/10.1145/2660267.2687258,ccs,2014,,,
ZEBRA: Zero-Effort Bilateral Recurring Authentication.,https://doi.org/10.1109/SP.2014.51,sp,2014,,,
Zerocash: Decentralized Anonymous Payments from Bitcoin.,https://doi.org/10.1109/SP.2014.36,sp,2014,,,
Z’…: An Optimizing Distributing Zero-Knowledge Compiler.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/fredrikson,uss,2014,,,
